स्थिति,सूत्र
संन्यासस् कर्मयोगस्,-
संन्यासरुँ कर्मयोगस्,[[ससजुषो रुः (8.2.66)]]
संन्यासर् कर्मयोगस्,[[तस्य लोपः (1.3.9)]]
संन्यासः कर्मयोगस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
संन्यासः कर्मयोगस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कर्मयोगस् च,-
कर्मयोगरुँ च,[[ससजुषो रुः (8.2.66)]]
कर्मयोगर् च,[[तस्य लोपः (1.3.9)]]
कर्मयोगः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कर्मयोगस् च,[[विसर्जनीयस्य सः (8.3.34)]]
कर्मयोगश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च निःश्रेयसकरौ,-
निःश्रेयसकरौ उभौ,-
निःश्रेयसकराव् उभौ,[[एचोऽयवायावः (6.1.78)]]
उभौ,-
तयोस् तु,-
तयोरुँ तु,[[ससजुषो रुः (8.2.66)]]
तयोर् तु,[[तस्य लोपः (1.3.9)]]
तयोः तु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तयोस् तु,[[विसर्जनीयस्य सः (8.3.34)]]
तु कर्मसंन्यासात्,-
कर्मसंन्यासात् कर्मयोगस्,-
कर्मसंन्यासाद् कर्मयोगस्,[[झलां जशोऽन्ते (8.2.39)]]
कर्मसंन्यासात् कर्मयोगस्,[[खरि च (8.4.55)]]
कर्मयोगस् विशिष्यते,-
कर्मयोगरुँ विशिष्यते,[[ससजुषो रुः (8.2.66)]]
कर्मयोगर् विशिष्यते,[[तस्य लोपः (1.3.9)]]
कर्मयोग उ विशिष्यते,[[हशि च (6.1.114)]]
कर्मयोगो विशिष्यते,[[आद्गुणः (6.1.87)]]
विशिष्यते,-
