स्थिति,सूत्र
असौ मया,-
मया हतस्,-
हतस् शत्रुस्,-
हतरुँ शत्रुस्,[[ससजुषो रुः (8.2.66)]]
हतर् शत्रुस्,[[तस्य लोपः (1.3.9)]]
हतः शत्रुस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
हतः शत्रुस्,[[वा शरि (8.3.36)]]
शत्रुस् हनिष्ये,-
शत्रुरुँ हनिष्ये,[[ससजुषो रुः (8.2.66)]]
शत्रुर् हनिष्ये,[[तस्य लोपः (1.3.9)]]
हनिष्ये च,-
च अपरान्,-
चापरान्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चापरान् अपि,-
अपि,-
ईश्वरस् अहम्,-
ईश्वररुँ अहम्,[[ससजुषो रुः (8.2.66)]]
ईश्वरर् अहम्,[[तस्य लोपः (1.3.9)]]
ईश्वर उ अहम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
ईश्वरो अहम्,[[आद्गुणः (6.1.87)]]
ईश्वरोऽहम्,[[एङः पदान्तादति (6.1.109)]]
ईश्वरोऽहम् अहम्,-
अहम् भोगी,-
अहं भोगी,[[मोऽनुस्वारः (8.3.23)]]
भोगी सिद्धस्,-
सिद्धस् अहम्,-
सिद्धरुँ अहम्,[[ससजुषो रुः (8.2.66)]]
सिद्धर् अहम्,[[तस्य लोपः (1.3.9)]]
सिद्ध उ अहम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
सिद्धो अहम्,[[आद्गुणः (6.1.87)]]
सिद्धोऽहम्,[[एङः पदान्तादति (6.1.109)]]
सिद्धोऽहम् बलवान्,-
सिद्धोऽहं बलवान्,[[मोऽनुस्वारः (8.3.23)]]
बलवान् सुखी,-
सुखी,-
