स्थिति,सूत्र
सदृशम् चेष्टते,-
सदृशं चेष्टते,[[मोऽनुस्वारः (8.3.23)]]
चेष्टते स्वस्यास्,-
स्वस्यास् प्रकृतेस्,-
स्वस्यारुँ प्रकृतेस्,[[ससजुषो रुः (8.2.66)]]
स्वस्यार् प्रकृतेस्,[[तस्य लोपः (1.3.9)]]
स्वस्याः प्रकृतेस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
स्वस्याः प्रकृतेस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रकृतेस् ज्ञानवान्,-
प्रकृतेरुँ ज्ञानवान्,[[ससजुषो रुः (8.2.66)]]
प्रकृतेर् ज्ञानवान्,[[तस्य लोपः (1.3.9)]]
ज्ञानवान् अपि,-
अपि,-
प्रकृतिम् यान्ति,-
प्रकृतिं यान्ति,[[मोऽनुस्वारः (8.3.23)]]
यान्ति भूतानि,-
भूतानि निग्रहस्,-
निग्रहस् किम्,-
निग्रहरुँ किम्,[[ससजुषो रुः (8.2.66)]]
निग्रहर् किम्,[[तस्य लोपः (1.3.9)]]
निग्रहः किम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
निग्रहः किम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
किम् करिष्यति,-
किं करिष्यति,[[मोऽनुस्वारः (8.3.23)]]
करिष्यति,-
