स्थिति,सूत्र
प्रकृतेस् क्रियमाणानि,-
प्रकृतेरुँ क्रियमाणानि,[[ससजुषो रुः (8.2.66)]]
प्रकृतेर् क्रियमाणानि,[[तस्य लोपः (1.3.9)]]
प्रकृतेः क्रियमाणानि,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रकृतेः क्रियमाणानि,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
क्रियमाणानि गुणैस्,-
गुणैस् कर्माणि,-
गुणैरुँ कर्माणि,[[ससजुषो रुः (8.2.66)]]
गुणैर् कर्माणि,[[तस्य लोपः (1.3.9)]]
गुणैः कर्माणि,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
गुणैः कर्माणि,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कर्माणि सर्वशस्,-
सर्वशस्,-
सर्वशरुँ,[[ससजुषो रुः (8.2.66)]]
सर्वशर्,[[तस्य लोपः (1.3.9)]]
सर्वशः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अहङ्कारविमूढात्मा कर्ता,-
कर्ता अहम्,-
कर्ताहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
कर्ताहम् इति,-
इति मन्यते,-
मन्यते,-
