स्थिति,सूत्र
मम एव,-
ममैव,[[वृद्धिरेचि (6.1.88)]]
ममैव अंशस्,-
ममैवांशस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
ममैवांशस् जीवलोके,-
ममैवांशरुँ जीवलोके,[[ससजुषो रुः (8.2.66)]]
ममैवांशर् जीवलोके,[[तस्य लोपः (1.3.9)]]
ममैवांश उ जीवलोके,[[हशि च (6.1.114)]]
ममैवांशो जीवलोके,[[आद्गुणः (6.1.87)]]
जीवलोके जीवभूतस्,-
जीवभूतस् सनातनस्,-
जीवभूतरुँ सनातनस्,[[ससजुषो रुः (8.2.66)]]
जीवभूतर् सनातनस्,[[तस्य लोपः (1.3.9)]]
जीवभूतः सनातनस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
जीवभूतः सनातनस्,[[वा शरि (8.3.36)]]
सनातनस्,-
सनातनरुँ,[[ससजुषो रुः (8.2.66)]]
सनातनर्,[[तस्य लोपः (1.3.9)]]
सनातनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मनःषष्ठानीन्द्रियाणि प्रकृतिस्थानि,-
प्रकृतिस्थानि कर्षति,-
कर्षति,-
