स्थिति,सूत्र
पुण्यस् गन्धस्,-
पुण्यरुँ गन्धस्,[[ससजुषो रुः (8.2.66)]]
पुण्यर् गन्धस्,[[तस्य लोपः (1.3.9)]]
पुण्य उ गन्धस्,[[हशि च (6.1.114)]]
पुण्यो गन्धस्,[[आद्गुणः (6.1.87)]]
गन्धस् पृथिव्याम्,-
गन्धरुँ पृथिव्याम्,[[ससजुषो रुः (8.2.66)]]
गन्धर् पृथिव्याम्,[[तस्य लोपः (1.3.9)]]
गन्धः पृथिव्याम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
गन्धः पृथिव्याम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पृथिव्याम् च,-
पृथिव्यां च,[[मोऽनुस्वारः (8.3.23)]]
च तेजस्,-
तेजस् च,-
तेजरुँ च,[[ससजुषो रुः (8.2.66)]]
तेजर् च,[[तस्य लोपः (1.3.9)]]
तेजः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तेजस् च,[[विसर्जनीयस्य सः (8.3.34)]]
तेजश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च अस्मि,-
चास्मि,[[अकः सवर्णे दीर्घः (6.1.101)]]
चास्मि विभावसौ,-
विभावसौ,-
जीवनम् सर्वभूतेषु,-
जीवनं सर्वभूतेषु,[[मोऽनुस्वारः (8.3.23)]]
सर्वभूतेषु तपस्,-
तपस् च,-
तपरुँ च,[[ससजुषो रुः (8.2.66)]]
तपर् च,[[तस्य लोपः (1.3.9)]]
तपः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तपस् च,[[विसर्जनीयस्य सः (8.3.34)]]
तपश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च अस्मि,-
चास्मि,[[अकः सवर्णे दीर्घः (6.1.101)]]
चास्मि तपस्विषु,-
तपस्विषु,-
