स्थिति,सूत्र
महर्षीणाम् भृगुस्,-
महर्षीणां भृगुस्,[[मोऽनुस्वारः (8.3.23)]]
भृगुस् अहम्,-
भृगुरुँ अहम्,[[ससजुषो रुः (8.2.66)]]
भृगुर् अहम्,[[तस्य लोपः (1.3.9)]]
अहम् गिराम्,-
अहं गिराम्,[[मोऽनुस्वारः (8.3.23)]]
गिराम् अस्मि,-
अस्मि एकम्,-
अस्म्येकम्,[[इको यणचि (6.1.77)]]
अस्म्येकम् अक्षरम्,-
अक्षरम्,-
यज्ञानाम् जपयज्ञस्,-
यज्ञानां जपयज्ञस्,[[मोऽनुस्वारः (8.3.23)]]
जपयज्ञस् अस्मि,-
जपयज्ञरुँ अस्मि,[[ससजुषो रुः (8.2.66)]]
जपयज्ञर् अस्मि,[[तस्य लोपः (1.3.9)]]
जपयज्ञ उ अस्मि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
जपयज्ञो अस्मि,[[आद्गुणः (6.1.87)]]
जपयज्ञोऽस्मि,[[एङः पदान्तादति (6.1.109)]]
जपयज्ञोऽस्मि स्थावराणाम्,-
स्थावराणाम् हिमालयस्,-
स्थावराणां हिमालयस्,[[मोऽनुस्वारः (8.3.23)]]
हिमालयस्,-
हिमालयरुँ,[[ससजुषो रुः (8.2.66)]]
हिमालयर्,[[तस्य लोपः (1.3.9)]]
हिमालयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
