स्थिति,सूत्र
कर्मेन्द्रियाणि संयम्य,-
संयम्य यस्,-
यस् आस्ते,-
यरुँ आस्ते,[[ससजुषो रुः (8.2.66)]]
यर् आस्ते,[[तस्य लोपः (1.3.9)]]
यय् आस्ते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
य आस्ते,[[लोपः शाकल्यस्य (8.3.19)]]
आस्ते मनसा,-
मनसा स्मरन्,-
स्मरन्,-
इन्द्रियार्थान् विमूढात्मा,-
विमूढात्मा मिथ्याचारस्,-
मिथ्याचारस् सस्,-
मिथ्याचाररुँ सस्,[[ससजुषो रुः (8.2.66)]]
मिथ्याचारर् सस्,[[तस्य लोपः (1.3.9)]]
मिथ्याचारः सस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मिथ्याचारः सस्,[[वा शरि (8.3.36)]]
सस् उच्यते,-
सरुँ उच्यते,[[ससजुषो रुः (8.2.66)]]
सर् उच्यते,[[तस्य लोपः (1.3.9)]]
सय् उच्यते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
स उच्यते,[[लोपः शाकल्यस्य (8.3.19)]]
उच्यते,-
