स्थिति,सूत्र
अद्वेष्टा सर्वभूतानाम्,-
सर्वभूतानाम् मैत्रस्,-
सर्वभूतानां मैत्रस्,[[मोऽनुस्वारः (8.3.23)]]
मैत्रस् करुणस्,-
मैत्ररुँ करुणस्,[[ससजुषो रुः (8.2.66)]]
मैत्रर् करुणस्,[[तस्य लोपः (1.3.9)]]
मैत्रः करुणस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मैत्रः करुणस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
करुणस् एव,-
करुणरुँ एव,[[ससजुषो रुः (8.2.66)]]
करुणर् एव,[[तस्य लोपः (1.3.9)]]
करुणय् एव,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
करुण एव,[[लोपः शाकल्यस्य (8.3.19)]]
एव च,-
च,-
निर्ममस् निरहङ्कारस्,-
निर्ममरुँ निरहङ्कारस्,[[ससजुषो रुः (8.2.66)]]
निर्ममर् निरहङ्कारस्,[[तस्य लोपः (1.3.9)]]
निर्मम उ निरहङ्कारस्,[[हशि च (6.1.114)]]
निर्ममो निरहङ्कारस्,[[आद्गुणः (6.1.87)]]
निरहङ्कारस् समदुःखसुखस्,-
निरहङ्काररुँ समदुःखसुखस्,[[ससजुषो रुः (8.2.66)]]
निरहङ्कारर् समदुःखसुखस्,[[तस्य लोपः (1.3.9)]]
निरहङ्कारः समदुःखसुखस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
निरहङ्कारः समदुःखसुखस्,[[वा शरि (8.3.36)]]
समदुःखसुखस् क्षमी,-
समदुःखसुखरुँ क्षमी,[[ससजुषो रुः (8.2.66)]]
समदुःखसुखर् क्षमी,[[तस्य लोपः (1.3.9)]]
समदुःखसुखः क्षमी,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
समदुःखसुखः क्षमी,[[शर्परे विसर्जनीयः (8.3.35)]]
क्षमी,-
