स्थिति,सूत्र
तस्मात् अज्ञानसम्भूतम्,-
तस्माद् अज्ञानसम्भूतम्,[[झलां जशोऽन्ते (8.2.39)]]
अज्ञानसम्भूतम् हृत्स्थम्,-
अज्ञानसम्भूतं हृत्स्थम्,[[मोऽनुस्वारः (8.3.23)]]
हृत्स्थम् ज्ञानासिनात्मनस्,-
हृत्स्थं ज्ञानासिनात्मनस्,[[मोऽनुस्वारः (8.3.23)]]
ज्ञानासिनात्मनस्,-
ज्ञानासिनात्मनरुँ,[[ससजुषो रुः (8.2.66)]]
ज्ञानासिनात्मनर्,[[तस्य लोपः (1.3.9)]]
ज्ञानासिनात्मनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
छित्त्वा एनम्,-
छित्त्वैनम्,[[वृद्धिरेचि (6.1.88)]]
छित्त्वैनम् संशयम्,-
छित्त्वैनं संशयम्,[[मोऽनुस्वारः (8.3.23)]]
संशयम् योगम्,-
संशयं योगम्,[[मोऽनुस्वारः (8.3.23)]]
योगम् आतिष्ठ,-
आतिष्ठ उत्तिष्ठ,-
आतिष्ठोत्तिष्ठ,[[आद्गुणः (6.1.87)]]
आतिष्ठोत्तिष्ठ भारत,-
भारत,-
