स्थिति,सूत्र
काङ्क्षन्तस् कर्मणाम्,-
काङ्क्षन्तरुँ कर्मणाम्,[[ससजुषो रुः (8.2.66)]]
काङ्क्षन्तर् कर्मणाम्,[[तस्य लोपः (1.3.9)]]
काङ्क्षन्तः कर्मणाम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
काङ्क्षन्तः कर्मणाम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कर्मणाम् सिद्धिम्,-
कर्मणां सिद्धिम्,[[मोऽनुस्वारः (8.3.23)]]
सिद्धिम् यजन्ते,-
सिद्धिं यजन्ते,[[मोऽनुस्वारः (8.3.23)]]
यजन्ते इह,-
यजन्तय् इह,[[एचोऽयवायावः (6.1.78)]]
यजन्त इह,[[लोपः शाकल्यस्य (8.3.19)]]
इह देवतास्,-
देवतास्,-
देवतारुँ,[[ससजुषो रुः (8.2.66)]]
देवतार्,[[तस्य लोपः (1.3.9)]]
देवताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
क्षिप्रम् हि,-
क्षिप्रं हि,[[मोऽनुस्वारः (8.3.23)]]
हि मानुषे,-
मानुषे लोके,-
लोके सिद्धिस्,-
सिद्धिस् भवति,-
सिद्धिरुँ भवति,[[ससजुषो रुः (8.2.66)]]
सिद्धिर् भवति,[[तस्य लोपः (1.3.9)]]
भवति कर्मजा,-
कर्मजा,-
