स्थिति,सूत्र
विद्याविनयसम्पन्ने ब्राह्मणे,-
ब्राह्मणे गवि,-
गवि हस्तिनि,-
हस्तिनि,-
शुनि च,-
च एव,-
चैव,[[वृद्धिरेचि (6.1.88)]]
चैव श्वपाके,-
श्वपाके च,-
च पण्डितास्,-
पण्डितास् समदर्शिनस्,-
पण्डितारुँ समदर्शिनस्,[[ससजुषो रुः (8.2.66)]]
पण्डितार् समदर्शिनस्,[[तस्य लोपः (1.3.9)]]
पण्डिताः समदर्शिनस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
पण्डिताः समदर्शिनस्,[[वा शरि (8.3.36)]]
समदर्शिनस्,-
समदर्शिनरुँ,[[ससजुषो रुः (8.2.66)]]
समदर्शिनर्,[[तस्य लोपः (1.3.9)]]
समदर्शिनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
