स्थिति,सूत्र
यजन्ते सात्त्विकास्,-
सात्त्विकास् देवान्,-
सात्त्विकारुँ देवान्,[[ससजुषो रुः (8.2.66)]]
सात्त्विकार् देवान्,[[तस्य लोपः (1.3.9)]]
सात्त्विकाय् देवान्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
सात्त्विका देवान्,[[हलि सर्वेषाम् (8.3.22)]]
देवान् यक्षरक्षांसि,-
यक्षरक्षांसि राजसास्,-
राजसास्,-
राजसारुँ,[[ससजुषो रुः (8.2.66)]]
राजसार्,[[तस्य लोपः (1.3.9)]]
राजसाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रेतान् भूतगणान्,-
भूतगणान् च,-
भूतगणांरुँ च,[[नश्छव्यप्रशान् (8.3.7)]]
भूतगणांर् च,[[तस्य लोपः (1.3.9)]]
भूतगणांः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भूतगणांस् च,[[विसर्जनीयस्य सः (8.3.34)]]
भूतगणांश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च अन्ये,-
चान्ये,[[अकः सवर्णे दीर्घः (6.1.101)]]
चान्ये यजन्ते,-
यजन्ते तामसास्,-
तामसास् जनास्,-
तामसारुँ जनास्,[[ससजुषो रुः (8.2.66)]]
तामसार् जनास्,[[तस्य लोपः (1.3.9)]]
तामसाय् जनास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
तामसा जनास्,[[हलि सर्वेषाम् (8.3.22)]]
जनास्,-
जनारुँ,[[ससजुषो रुः (8.2.66)]]
जनार्,[[तस्य लोपः (1.3.9)]]
जनाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
