स्थिति,सूत्र
अथ केन,-
केन प्रयुक्तस्,-
प्रयुक्तस् अयम्,-
प्रयुक्तरुँ अयम्,[[ससजुषो रुः (8.2.66)]]
प्रयुक्तर् अयम्,[[तस्य लोपः (1.3.9)]]
प्रयुक्त उ अयम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
प्रयुक्तो अयम्,[[आद्गुणः (6.1.87)]]
प्रयुक्तोऽयम्,[[एङः पदान्तादति (6.1.109)]]
प्रयुक्तोऽयम् पापम्,-
प्रयुक्तोऽयं पापम्,[[मोऽनुस्वारः (8.3.23)]]
पापम् चरति,-
पापं चरति,[[मोऽनुस्वारः (8.3.23)]]
चरति पूरुषस्,-
पूरुषस्,-
पूरुषरुँ,[[ससजुषो रुः (8.2.66)]]
पूरुषर्,[[तस्य लोपः (1.3.9)]]
पूरुषः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अनिच्छन् अपि,-
अनिच्छन्न् अपि,[[ङमो ह्रस्वादचि ङमुण्नित्यम् (8.3.32)]]
अपि वार्ष्णेय,-
वार्ष्णेय बलात्,-
बलात् इव,-
बलाद् इव,[[झलां जशोऽन्ते (8.2.39)]]
इव नियोजितस्,-
नियोजितस्,-
नियोजितरुँ,[[ससजुषो रुः (8.2.66)]]
नियोजितर्,[[तस्य लोपः (1.3.9)]]
नियोजितः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
