स्थिति,सूत्र
कृपया परया,-
परया आविष्टस्,-
परयाविष्टस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
परयाविष्टस् विषीदन्,-
परयाविष्टरुँ विषीदन्,[[ससजुषो रुः (8.2.66)]]
परयाविष्टर् विषीदन्,[[तस्य लोपः (1.3.9)]]
परयाविष्ट उ विषीदन्,[[हशि च (6.1.114)]]
परयाविष्टो विषीदन्,[[आद्गुणः (6.1.87)]]
विषीदन् इदम्,-
विषीदन्न् इदम्,[[ङमो ह्रस्वादचि ङमुण्नित्यम् (8.3.32)]]
इदम् अब्रवीत्,-
अब्रवीत्,-
अब्रवीद्,[[झलां जशोऽन्ते (8.2.39)]]
अब्रवीत्,[[वाऽवसाने (8.4.56)]]
दृष्ट्वा इमम्,-
दृष्ट्वेमम्,[[आद्गुणः (6.1.87)]]
दृष्ट्वेमम् स्वजनम्,-
दृष्ट्वेमं स्वजनम्,[[मोऽनुस्वारः (8.3.23)]]
स्वजनम् कृष्ण,-
स्वजनं कृष्ण,[[मोऽनुस्वारः (8.3.23)]]
कृष्ण युयुत्सुम्,-
युयुत्सुम् समुपस्थितम्,-
युयुत्सुं समुपस्थितम्,[[मोऽनुस्वारः (8.3.23)]]
समुपस्थितम्,-
