स्थिति,सूत्र
आब्रह्मभुवनात् लोकास्,-
आब्रह्मभुवनाद् लोकास्,[[झलां जशोऽन्ते (8.2.39)]]
आब्रह्मभुवनाल् लोकास्,[[तोर्लि (8.4.60)]]
लोकास् पुनरावर्तिनस्,-
लोकारुँ पुनरावर्तिनस्,[[ससजुषो रुः (8.2.66)]]
लोकार् पुनरावर्तिनस्,[[तस्य लोपः (1.3.9)]]
लोकाः पुनरावर्तिनस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
लोकाः पुनरावर्तिनस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पुनरावर्तिनस् अर्जुन,-
पुनरावर्तिनरुँ अर्जुन,[[ससजुषो रुः (8.2.66)]]
पुनरावर्तिनर् अर्जुन,[[तस्य लोपः (1.3.9)]]
पुनरावर्तिन उ अर्जुन,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
पुनरावर्तिनो अर्जुन,[[आद्गुणः (6.1.87)]]
पुनरावर्तिनोऽर्जुन,[[एङः पदान्तादति (6.1.109)]]
पुनरावर्तिनोऽर्जुन,-
माम् उपेत्य,-
उपेत्य तु,-
तु कौन्तेय,-
कौन्तेय पुनर्जन्म,-
पुनर्जन्म न,-
न विद्यते,-
विद्यते,-
