स्थिति,सूत्र
असंयतात्मना योगस्,-
योगस् दुष्प्रापस्,-
योगरुँ दुष्प्रापस्,[[ससजुषो रुः (8.2.66)]]
योगर् दुष्प्रापस्,[[तस्य लोपः (1.3.9)]]
योग उ दुष्प्रापस्,[[हशि च (6.1.114)]]
योगो दुष्प्रापस्,[[आद्गुणः (6.1.87)]]
दुष्प्रापस् इति,-
दुष्प्रापरुँ इति,[[ससजुषो रुः (8.2.66)]]
दुष्प्रापर् इति,[[तस्य लोपः (1.3.9)]]
दुष्प्रापय् इति,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
दुष्प्राप इति,[[लोपः शाकल्यस्य (8.3.19)]]
इति मे,-
मे मतिस्,-
मतिस्,-
मतिरुँ,[[ससजुषो रुः (8.2.66)]]
मतिर्,[[तस्य लोपः (1.3.9)]]
मतिः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
वश्यात्मना तु,-
तु यतता,-
यतता शक्यस्,-
शक्यस् अवाप्तुम्,-
शक्यरुँ अवाप्तुम्,[[ससजुषो रुः (8.2.66)]]
शक्यर् अवाप्तुम्,[[तस्य लोपः (1.3.9)]]
शक्य उ अवाप्तुम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
शक्यो अवाप्तुम्,[[आद्गुणः (6.1.87)]]
शक्योऽवाप्तुम्,[[एङः पदान्तादति (6.1.109)]]
शक्योऽवाप्तुम् उपायतस्,-
उपायतस्,-
उपायतरुँ,[[ससजुषो रुः (8.2.66)]]
उपायतर्,[[तस्य लोपः (1.3.9)]]
उपायतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
