स्थिति,सूत्र
बुद्धियुक्तस् जहाति,-
बुद्धियुक्तरुँ जहाति,[[ससजुषो रुः (8.2.66)]]
बुद्धियुक्तर् जहाति,[[तस्य लोपः (1.3.9)]]
बुद्धियुक्त उ जहाति,[[हशि च (6.1.114)]]
बुद्धियुक्तो जहाति,[[आद्गुणः (6.1.87)]]
जहाति इह,-
जहातीह,[[अकः सवर्णे दीर्घः (6.1.101)]]
जहातीह उभे,-
जहातीहोभे,[[आद्गुणः (6.1.87)]]
जहातीहोभे सुकृतदुष्कृते,-
सुकृतदुष्कृते,-
तस्मादत् योगाय,-
तस्मादद् योगाय,[[झलां जशोऽन्ते (8.2.39)]]
योगाय युज्यस्व,-
युज्यस्व योगस्,-
योगस् कर्मसु,-
योगरुँ कर्मसु,[[ससजुषो रुः (8.2.66)]]
योगर् कर्मसु,[[तस्य लोपः (1.3.9)]]
योगः कर्मसु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
योगः कर्मसु,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कर्मसु कौशलम्,-
कौशलम्,-
