स्थिति,सूत्र
यत् करोषि,-
यद् करोषि,[[झलां जशोऽन्ते (8.2.39)]]
यत् करोषि,[[खरि च (8.4.55)]]
करोषि यत्,-
यत् अश्नासि,-
यद् अश्नासि,[[झलां जशोऽन्ते (8.2.39)]]
अश्नासि यत्,-
यत् जुहोषि,-
यद् जुहोषि,[[झलां जशोऽन्ते (8.2.39)]]
यज् जुहोषि,[[स्तोः श्चुना श्चुः (8.4.40)]]
जुहोषि ददासि,-
ददासि यत्,-
यत्,-
यद्,[[झलां जशोऽन्ते (8.2.39)]]
यत्,[[वाऽवसाने (8.4.56)]]
यत् तपस्यसि,-
यद् तपस्यसि,[[झलां जशोऽन्ते (8.2.39)]]
यत् तपस्यसि,[[खरि च (8.4.55)]]
तपस्यसि कौन्तेय,-
कौन्तेय तत्,-
तत् कुरुष्व,-
तद् कुरुष्व,[[झलां जशोऽन्ते (8.2.39)]]
तत् कुरुष्व,[[खरि च (8.4.55)]]
कुरुष्व मत्,-
मत् अर्पणम्,-
मद् अर्पणम्,[[झलां जशोऽन्ते (8.2.39)]]
अर्पणम्,-
