स्थिति,सूत्र
यस् माम्,-
यरुँ माम्,[[ससजुषो रुः (8.2.66)]]
यर् माम्,[[तस्य लोपः (1.3.9)]]
य उ माम्,[[हशि च (6.1.114)]]
यो माम्,[[आद्गुणः (6.1.87)]]
माम् एवम्,-
एवम् असम्मूढस्,-
असम्मूढस् जानाति,-
असम्मूढरुँ जानाति,[[ससजुषो रुः (8.2.66)]]
असम्मूढर् जानाति,[[तस्य लोपः (1.3.9)]]
असम्मूढ उ जानाति,[[हशि च (6.1.114)]]
असम्मूढो जानाति,[[आद्गुणः (6.1.87)]]
जानाति पुरुषोत्तमम्,-
पुरुषोत्तमम्,-
सस् सर्ववित्,-
स सर्ववित्,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
सर्ववित् भजति,-
सर्वविद् भजति,[[झलां जशोऽन्ते (8.2.39)]]
भजति माम्,-
माम् सर्वभावेन,-
मां सर्वभावेन,[[मोऽनुस्वारः (8.3.23)]]
सर्वभावेन भारत,-
भारत,-
