स्थिति,सूत्र
यस्मात् क्षरम्,-
यस्माद् क्षरम्,[[झलां जशोऽन्ते (8.2.39)]]
यस्मात् क्षरम्,[[खरि च (8.4.55)]]
क्षरम् अतीतस्,-
अतीतस् अहम्,-
अतीतरुँ अहम्,[[ससजुषो रुः (8.2.66)]]
अतीतर् अहम्,[[तस्य लोपः (1.3.9)]]
अतीत उ अहम्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
अतीतो अहम्,[[आद्गुणः (6.1.87)]]
अतीतोऽहम्,[[एङः पदान्तादति (6.1.109)]]
अतीतोऽहम् अक्षरात्,-
अक्षरात् अपि,-
अक्षराद् अपि,[[झलां जशोऽन्ते (8.2.39)]]
अपि च,-
च उत्तमस्,-
चोत्तमस्,[[आद्गुणः (6.1.87)]]
चोत्तमस्,-
चोत्तमरुँ,[[ससजुषो रुः (8.2.66)]]
चोत्तमर्,[[तस्य लोपः (1.3.9)]]
चोत्तमः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अतस् अस्मि,-
अतरुँ अस्मि,[[ससजुषो रुः (8.2.66)]]
अतर् अस्मि,[[तस्य लोपः (1.3.9)]]
अत उ अस्मि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
अतो अस्मि,[[आद्गुणः (6.1.87)]]
अतोऽस्मि,[[एङः पदान्तादति (6.1.109)]]
अतोऽस्मि लोके,-
लोके वेदे,-
वेदे च,-
च प्रथितस्,-
प्रथितस् पुरुषोत्तमस्,-
प्रथितरुँ पुरुषोत्तमस्,[[ससजुषो रुः (8.2.66)]]
प्रथितर् पुरुषोत्तमस्,[[तस्य लोपः (1.3.9)]]
प्रथितः पुरुषोत्तमस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रथितः पुरुषोत्तमस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पुरुषोत्तमस्,-
पुरुषोत्तमरुँ,[[ससजुषो रुः (8.2.66)]]
पुरुषोत्तमर्,[[तस्य लोपः (1.3.9)]]
पुरुषोत्तमः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
