स्थिति,सूत्र
स्वे स्वे,-
स्वे कर्मणि,-
कर्मणि अभिरतस्,-
कर्मण्यभिरतस्,[[इको यणचि (6.1.77)]]
कर्मण्यभिरतस् संसिद्धिम्,-
कर्मण्यभिरतरुँ संसिद्धिम्,[[ससजुषो रुः (8.2.66)]]
कर्मण्यभिरतर् संसिद्धिम्,[[तस्य लोपः (1.3.9)]]
कर्मण्यभिरतः संसिद्धिम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कर्मण्यभिरतः संसिद्धिम्,[[वा शरि (8.3.36)]]
संसिद्धिम् लभते,-
संसिद्धिं लभते,[[मोऽनुस्वारः (8.3.23)]]
लभते नरस्,-
नरस्,-
नररुँ,[[ससजुषो रुः (8.2.66)]]
नरर्,[[तस्य लोपः (1.3.9)]]
नरः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
स्वकर्मनिरतस् सिद्धिम्,-
स्वकर्मनिरतरुँ सिद्धिम्,[[ससजुषो रुः (8.2.66)]]
स्वकर्मनिरतर् सिद्धिम्,[[तस्य लोपः (1.3.9)]]
स्वकर्मनिरतः सिद्धिम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
स्वकर्मनिरतः सिद्धिम्,[[वा शरि (8.3.36)]]
सिद्धिम् यथा,-
सिद्धिं यथा,[[मोऽनुस्वारः (8.3.23)]]
यथा विन्दति,-
विन्दति तत्,-
तत् शृणु,-
तद् शृणु,[[झलां जशोऽन्ते (8.2.39)]]
तज् शृणु,[[स्तोः श्चुना श्चुः (8.4.40)]]
तच् शृणु,[[खरि च (8.4.55)]]
तच्छृणु,[[शशछोऽटि (8.4.63)]]
तच्छृणु,-
