स्थिति,सूत्र
मयि सर्वाणि,-
सर्वाणि कर्माणि,-
कर्माणि संन्यस्य,-
संन्यस्य अध्यात्मचेतसा,-
संन्यस्याध्यात्मचेतसा,[[अकः सवर्णे दीर्घः (6.1.101)]]
संन्यस्याध्यात्मचेतसा,-
निराशीस् निर्ममस्,-
निराशीरुँ निर्ममस्,[[ससजुषो रुः (8.2.66)]]
निराशीर् निर्ममस्,[[तस्य लोपः (1.3.9)]]
निर्ममस् भूत्वा,-
निर्ममरुँ भूत्वा,[[ससजुषो रुः (8.2.66)]]
निर्ममर् भूत्वा,[[तस्य लोपः (1.3.9)]]
निर्मम उ भूत्वा,[[हशि च (6.1.114)]]
निर्ममो भूत्वा,[[आद्गुणः (6.1.87)]]
भूत्वा युध्यस्व,-
युध्यस्व विगतज्वरस्,-
विगतज्वरस्,-
विगतज्वररुँ,[[ससजुषो रुः (8.2.66)]]
विगतज्वरर्,[[तस्य लोपः (1.3.9)]]
विगतज्वरः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
