स्थिति,सूत्र
न हि,-
हि प्रपश्यामि,-
प्रपश्यामि मम,-
मम अपनुद्यात्,-
ममापनुद्यात्,[[अकः सवर्णे दीर्घः (6.1.101)]]
ममापनुद्यात् यत्,-
ममापनुद्याद् यत्,[[झलां जशोऽन्ते (8.2.39)]]
यत् शोकम्,-
यद् शोकम्,[[झलां जशोऽन्ते (8.2.39)]]
यज् शोकम्,[[स्तोः श्चुना श्चुः (8.4.40)]]
यच् शोकम्,[[खरि च (8.4.55)]]
यच्छोकम्,[[शशछोऽटि (8.4.63)]]
यच्छोकम् उच्छोषणम्,-
उच्छोषणम् इन्द्रियाणाम्,-
इन्द्रियाणाम्,-
अवाप्य भूमौ,-
भूमौ असपत्नम्,-
भूमाव् असपत्नम्,[[एचोऽयवायावः (6.1.78)]]
भूमा असपत्नम्,[[लोपः शाकल्यस्य (8.3.19)]]
असपत्नम् ऋद्धम्,-
ऋद्धम् राज्यम्,-
ऋद्धं राज्यम्,[[मोऽनुस्वारः (8.3.23)]]
राज्यम् सुराणाम्,-
राज्यं सुराणाम्,[[मोऽनुस्वारः (8.3.23)]]
सुराणाम् अपि,-
अपि च,-
च आधिपत्यम्,-
चाधिपत्यम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाधिपत्यम्,-
