स्थिति,सूत्र
न अहम्,-
नाहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
नाहम् वेदैस्,-
नाहं वेदैस्,[[मोऽनुस्वारः (8.3.23)]]
वेदैस् न,-
वेदैरुँ न,[[ससजुषो रुः (8.2.66)]]
वेदैर् न,[[तस्य लोपः (1.3.9)]]
न तपसा,-
तपसा न,-
न दानेन,-
दानेन न,-
न च,-
च इज्यया,-
चेज्यया,[[आद्गुणः (6.1.87)]]
चेज्यया,-
शक्यस् एवम्,-
शक्यरुँ एवम्,[[ससजुषो रुः (8.2.66)]]
शक्यर् एवम्,[[तस्य लोपः (1.3.9)]]
शक्यय् एवम्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
शक्य एवम्,[[लोपः शाकल्यस्य (8.3.19)]]
एवम् विधस्,-
एवं विधस्,[[मोऽनुस्वारः (8.3.23)]]
विधस् द्रष्टुम्,-
विधरुँ द्रष्टुम्,[[ससजुषो रुः (8.2.66)]]
विधर् द्रष्टुम्,[[तस्य लोपः (1.3.9)]]
विध उ द्रष्टुम्,[[हशि च (6.1.114)]]
विधो द्रष्टुम्,[[आद्गुणः (6.1.87)]]
द्रष्टुम् दृष्टवान्,-
द्रष्टुं दृष्टवान्,[[मोऽनुस्वारः (8.3.23)]]
दृष्टवान् असि,-
असि माम्,-
माम् यथा,-
मां यथा,[[मोऽनुस्वारः (8.3.23)]]
यथा,-
