स्थिति,सूत्र
अनुद्वेगकरम् वाक्यम्,-
अनुद्वेगकरं वाक्यम्,[[मोऽनुस्वारः (8.3.23)]]
वाक्यम् सत्यम्,-
वाक्यं सत्यम्,[[मोऽनुस्वारः (8.3.23)]]
सत्यम् प्रियहितम्,-
सत्यं प्रियहितम्,[[मोऽनुस्वारः (8.3.23)]]
प्रियहितम् च,-
प्रियहितं च,[[मोऽनुस्वारः (8.3.23)]]
च यत्,-
यत्,-
यद्,[[झलां जशोऽन्ते (8.2.39)]]
यत्,[[वाऽवसाने (8.4.56)]]
स्वाध्यायाभ्यसनम् च,-
स्वाध्यायाभ्यसनं च,[[मोऽनुस्वारः (8.3.23)]]
च एव,-
चैव,[[वृद्धिरेचि (6.1.88)]]
चैव वाङ्मयम्,-
वाङ्मयम् तपस्,-
वाङ्मयं तपस्,[[मोऽनुस्वारः (8.3.23)]]
तपस् उच्यते,-
तपरुँ उच्यते,[[ससजुषो रुः (8.2.66)]]
तपर् उच्यते,[[तस्य लोपः (1.3.9)]]
तपय् उच्यते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
तप उच्यते,[[लोपः शाकल्यस्य (8.3.19)]]
उच्यते,-
