स्थिति,सूत्र
अधर्माभिभवात् कृष्ण,-
अधर्माभिभवाद् कृष्ण,[[झलां_जशोऽन्ते (8.2.39)]]
अधर्माभिभवात् कृष्ण,[[खरि च (8.4.55)]]
कृष्ण प्रदुष्यन्ति,-
प्रदुष्यन्ति कुलस्त्रियस्,-
कुलस्त्रियस्,-
कुलस्त्रियरुँ,[[ससजुषो रुः (8.2.66)]]
कुलस्त्रियर्,[[तस्य लोपः (1.3.9)]]
कुलस्त्रियः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
स्त्रीषु दुष्टासु,-
दुष्टासु वार्ष्णेय,-
वार्ष्णेय जायते,-
जायते वर्णसङ्करस्,-
वर्णसङ्करस्,-
वर्णसङ्कररुँ,[[ससजुषो रुः (8.2.66)]]
वर्णसङ्करर्,[[तस्य लोपः (1.3.9)]]
वर्णसङ्करः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
