स्थिति,सूत्र
कर्षयन्तस् शरीरस्थम्,-
कर्षयन्तरुँ शरीरस्थम्,[[ससजुषो रुः (8.2.66)]]
कर्षयन्तर् शरीरस्थम्,[[तस्य लोपः (1.3.9)]]
कर्षयन्तः शरीरस्थम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कर्षयन्तः शरीरस्थम्,[[वा शरि (8.3.36)]]
शरीरस्थम् भूतग्रामम्,-
शरीरस्थं भूतग्रामम्,[[मोऽनुस्वारः (8.3.23)]]
भूतग्रामम् अचेतसस्,-
अचेतसस्,-
अचेतसरुँ,[[ससजुषो रुः (8.2.66)]]
अचेतसर्,[[तस्य लोपः (1.3.9)]]
अचेतसः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
माम् च,-
मां च,[[मोऽनुस्वारः (8.3.23)]]
च एव,-
चैव,[[वृद्धिरेचि (6.1.88)]]
चैव अन्तःशरीरस्थम्,-
चैवान्तःशरीरस्थम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चैवान्तःशरीरस्थम् तान्,-
चैवान्तःशरीरस्थं तान्,[[मोऽनुस्वारः (8.3.23)]]
तान् विद्धि,-
विद्धि आसुरनिश्चयान्,-
विद्ध्यासुरनिश्चयान्,[[इको यणचि (6.1.77)]]
विद्ध्यासुरनिश्चयान्,-
