स्थिति,सूत्र
ये तु,-
तु सर्वाणि,-
सर्वाणि कर्माणि,-
कर्माणि मयि,-
मयि संन्यस्य,-
संन्यस्य मत्परास्,-
मत्परास्,-
मत्परारुँ,[[ससजुषो रुः (8.2.66)]]
मत्परार्,[[तस्य लोपः (1.3.9)]]
मत्पराः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अनन्येन एव,-
अनन्येनैव,[[वृद्धिरेचि (6.1.88)]]
अनन्येनैव योगेन,-
योगेन माम्,-
माम् ध्यायन्तस्,-
मां ध्यायन्तस्,[[मोऽनुस्वारः (8.3.23)]]
ध्यायन्तस् उपासते,-
ध्यायन्तरुँ उपासते,[[ससजुषो रुः (8.2.66)]]
ध्यायन्तर् उपासते,[[तस्य लोपः (1.3.9)]]
ध्यायन्तय् उपासते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
ध्यायन्त उपासते,[[लोपः शाकल्यस्य (8.3.19)]]
उपासते,-
