स्थिति,सूत्र
कामस् एषस्,-
कामरुँ एषस्,[[ससजुषो रुः (8.2.66)]]
कामर् एषस्,[[तस्य लोपः (1.3.9)]]
कामय् एषस्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
काम एषस्,[[लोपः शाकल्यस्य (8.3.19)]]
एषस् क्रोधस्,-
एष क्रोधस्,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
क्रोधस् एषस्,-
क्रोधरुँ एषस्,[[ससजुषो रुः (8.2.66)]]
क्रोधर् एषस्,[[तस्य लोपः (1.3.9)]]
क्रोधय् एषस्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
क्रोध एषस्,[[लोपः शाकल्यस्य (8.3.19)]]
एषस् रजस्,-
एष रजस्,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
रजस् गुणसमुद्भवस्,-
रजरुँ गुणसमुद्भवस्,[[ससजुषो रुः (8.2.66)]]
रजर् गुणसमुद्भवस्,[[तस्य लोपः (1.3.9)]]
रज उ गुणसमुद्भवस्,[[हशि च (6.1.114)]]
रजो गुणसमुद्भवस्,[[आद्गुणः (6.1.87)]]
गुणसमुद्भवस्,-
गुणसमुद्भवरुँ,[[ससजुषो रुः (8.2.66)]]
गुणसमुद्भवर्,[[तस्य लोपः (1.3.9)]]
गुणसमुद्भवः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
महाशनस् महापाप्मा,-
महाशनरुँ महापाप्मा,[[ससजुषो रुः (8.2.66)]]
महाशनर् महापाप्मा,[[तस्य लोपः (1.3.9)]]
महाशन उ महापाप्मा,[[हशि च (6.1.114)]]
महाशनो महापाप्मा,[[आद्गुणः (6.1.87)]]
महापाप्मा विद्धि,-
विद्धि एनम्,-
विद्ध्येनम्,[[इको यणचि (6.1.77)]]
विद्ध्येनम् इह,-
इह वैरिणम्,-
वैरिणम्,-
