स्थिति,सूत्र
अनिष्टम् इष्टम्,-
इष्टम् मिश्रम्,-
इष्टं मिश्रम्,[[मोऽनुस्वारः (8.3.23)]]
मिश्रम् च,-
मिश्रं च,[[मोऽनुस्वारः (8.3.23)]]
च त्रिविधम्,-
त्रिविधम् कर्मणस्,-
त्रिविधं कर्मणस्,[[मोऽनुस्वारः (8.3.23)]]
कर्मणस् फलम्,-
कर्मणरुँ फलम्,[[ससजुषो रुः (8.2.66)]]
कर्मणर् फलम्,[[तस्य लोपः (1.3.9)]]
कर्मणः फलम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कर्मणः फलम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
फलम्,-
भवति अत्यागिनाम्,-
भवत्यत्यागिनाम्,[[इको यणचि (6.1.77)]]
भवत्यत्यागिनाम् प्रेत्य,-
भवत्यत्यागिनां प्रेत्य,[[मोऽनुस्वारः (8.3.23)]]
प्रेत्य न,-
न तु,-
तु संन्यासिनाम्,-
संन्यासिनाम् क्वचित्,-
संन्यासिनां क्वचित्,[[मोऽनुस्वारः (8.3.23)]]
क्वचित्,-
क्वचिद्,[[झलां जशोऽन्ते (8.2.39)]]
क्वचित्,[[वाऽवसाने (8.4.56)]]
