स्थिति,सूत्र
स्थाने हृषीकेश,-
हृषीकेश तव,-
तव प्रकीर्त्या,-
प्रकीर्त्या जगत्,-
जगत् प्रहृष्यति,-
जगद् प्रहृष्यति,[[झलां जशोऽन्ते (8.2.39)]]
जगत् प्रहृष्यति,[[खरि च (8.4.55)]]
प्रहृष्यति अनुरज्यते,-
प्रहृष्यत्यनुरज्यते,[[इको यणचि (6.1.77)]]
प्रहृष्यत्यनुरज्यते च,-
च,-
रक्षांसि भीतानि,-
भीतानि दिशस्,-
दिशस् द्रवन्ति,-
दिशरुँ द्रवन्ति,[[ससजुषो रुः (8.2.66)]]
दिशर् द्रवन्ति,[[तस्य लोपः (1.3.9)]]
दिश उ द्रवन्ति,[[हशि च (6.1.114)]]
दिशो द्रवन्ति,[[आद्गुणः (6.1.87)]]
द्रवन्ति सर्वे,-
सर्वे नमस्यन्ति,-
नमस्यन्ति च,-
च सिद्धसङ्घास्,-
सिद्धसङ्घास्,-
सिद्धसङ्घारुँ,[[ससजुषो रुः (8.2.66)]]
सिद्धसङ्घार्,[[तस्य लोपः (1.3.9)]]
सिद्धसङ्घाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
