स्थिति,सूत्र
अव्यक्तात् व्यक्तयस्,-
अव्यक्ताद् व्यक्तयस्,[[झलां जशोऽन्ते (8.2.39)]]
व्यक्तयस् सर्वास्,-
व्यक्तयरुँ सर्वास्,[[ससजुषो रुः (8.2.66)]]
व्यक्तयर् सर्वास्,[[तस्य लोपः (1.3.9)]]
व्यक्तयः सर्वास्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
व्यक्तयः सर्वास्,[[वा शरि (8.3.36)]]
सर्वास् प्रभवन्ति,-
सर्वारुँ प्रभवन्ति,[[ससजुषो रुः (8.2.66)]]
सर्वार् प्रभवन्ति,[[तस्य लोपः (1.3.9)]]
सर्वाः प्रभवन्ति,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सर्वाः प्रभवन्ति,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रभवन्ति अहर्,-
प्रभवन्त्यहर्,[[इको यणचि (6.1.77)]]
प्रभवन्त्यहर् आगमे,-
आगमे,-
रात्रि आगमे,-
रात्र्यागमे,[[इको यणचि (6.1.77)]]
रात्र्यागमे प्रलीयन्ते,-
प्रलीयन्ते तत्र,-
तत्र एव,-
तत्रैव,[[वृद्धिरेचि (6.1.88)]]
तत्रैव अव्यक्तसंज्ञके,-
तत्रैवाव्यक्तसंज्ञके,[[अकः सवर्णे दीर्घः (6.1.101)]]
तत्रैवाव्यक्तसंज्ञके,-
