स्थिति,सूत्र
ये यथा,-
यथा माम्,-
माम् प्रपद्यन्ते,-
मां प्रपद्यन्ते,[[मोऽनुस्वारः (8.3.23)]]
प्रपद्यन्ते तान्,-
तान् तथा,-
तांरुँ तथा,[[नश्छव्यप्रशान् (8.3.7)]]
तांर् तथा,[[तस्य लोपः (1.3.9)]]
तांः तथा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तांस् तथा,[[विसर्जनीयस्य सः (8.3.34)]]
तथा एव,-
तथैव,[[वृद्धिरेचि (6.1.88)]]
तथैव भजामि,-
भजामि अहम्,-
भजाम्यहम्,[[इको यणचि (6.1.77)]]
भजाम्यहम्,-
मम वर्त्म,-
वर्त्म अनुवर्तन्ते,-
वर्त्मानुवर्तन्ते,[[अकः सवर्णे दीर्घः (6.1.101)]]
वर्त्मानुवर्तन्ते मनुष्यास्,-
मनुष्यास् पार्थ,-
मनुष्यारुँ पार्थ,[[ससजुषो रुः (8.2.66)]]
मनुष्यार् पार्थ,[[तस्य लोपः (1.3.9)]]
मनुष्याः पार्थ,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मनुष्याः पार्थ,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पार्थ सर्वशस्,-
सर्वशस्,-
सर्वशरुँ,[[ससजुषो रुः (8.2.66)]]
सर्वशर्,[[तस्य लोपः (1.3.9)]]
सर्वशः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
