स्थिति,सूत्र
मया प्रसन्नेन,-
प्रसन्नेन तव,-
तव अर्जुन,-
तवार्जुन,[[अकः सवर्णे दीर्घः (6.1.101)]]
तवार्जुन इदम्,-
तवार्जुनेदम्,[[आद्गुणः (6.1.87)]]
तवार्जुनेदम् रूपम्,-
तवार्जुनेदं रूपम्,[[मोऽनुस्वारः (8.3.23)]]
रूपम् परम्,-
रूपं परम्,[[मोऽनुस्वारः (8.3.23)]]
परम् दर्शितम्,-
परं दर्शितम्,[[मोऽनुस्वारः (8.3.23)]]
दर्शितम् आत्मयोगात्,-
आत्मयोगात्,-
आत्मयोगाद्,[[झलां जशोऽन्ते (8.2.39)]]
आत्मयोगात्,[[वाऽवसाने (8.4.56)]]
तेजोमयम् विश्वम्,-
तेजोमयं विश्वम्,[[मोऽनुस्वारः (8.3.23)]]
विश्वम् अनन्तम्,-
अनन्तम् आद्यम्,-
आद्यम् यत्,-
आद्यं यत्,[[मोऽनुस्वारः (8.3.23)]]
यत् मे,-
यद् मे,[[झलां जशोऽन्ते (8.2.39)]]
यन् मे,[[यरोऽनुनासिकेऽनुनासिको वा (8.4.45)]]
मे त्वत्,-
त्वत् अन्येन,-
त्वद् अन्येन,[[झलां जशोऽन्ते (8.2.39)]]
अन्येन न,-
न दृष्टपूर्वम्,-
दृष्टपूर्वम्,-
