स्थिति,सूत्र
धूमेन आव्रियते,-
धूमेनाव्रियते,[[अकः सवर्णे दीर्घः (6.1.101)]]
धूमेनाव्रियते वह्निस्,-
वह्निस् यथा,-
वह्निरुँ यथा,[[ससजुषो रुः (8.2.66)]]
वह्निर् यथा,[[तस्य लोपः (1.3.9)]]
यथा आदर्शस्,-
यथादर्शस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
यथादर्शस् मलेन,-
यथादर्शरुँ मलेन,[[ससजुषो रुः (8.2.66)]]
यथादर्शर् मलेन,[[तस्य लोपः (1.3.9)]]
यथादर्श उ मलेन,[[हशि च (6.1.114)]]
यथादर्शो मलेन,[[आद्गुणः (6.1.87)]]
मलेन च,-
च,-
यथा उल्बेन,-
यथोल्बेन,[[आद्गुणः (6.1.87)]]
यथोल्बेन आवृतस्,-
यथोल्बेनावृतस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
यथोल्बेनावृतस् गर्भस्,-
यथोल्बेनावृतरुँ गर्भस्,[[ससजुषो रुः (8.2.66)]]
यथोल्बेनावृतर् गर्भस्,[[तस्य लोपः (1.3.9)]]
यथोल्बेनावृत उ गर्भस्,[[हशि च (6.1.114)]]
यथोल्बेनावृतो गर्भस्,[[आद्गुणः (6.1.87)]]
गर्भस् तथा,-
गर्भरुँ तथा,[[ससजुषो रुः (8.2.66)]]
गर्भर् तथा,[[तस्य लोपः (1.3.9)]]
गर्भः तथा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
गर्भस् तथा,[[विसर्जनीयस्य सः (8.3.34)]]
तथा तेन,-
तेन इदम्,-
तेनेदम्,[[आद्गुणः (6.1.87)]]
तेनेदम् आवृतम्,-
आवृतम्,-
