स्थिति,सूत्र
दम्भस् दर्पस्,-
दम्भरुँ दर्पस्,[[ससजुषो रुः (8.2.66)]]
दम्भर् दर्पस्,[[तस्य लोपः (1.3.9)]]
दम्भ उ दर्पस्,[[हशि च (6.1.114)]]
दम्भो दर्पस्,[[आद्गुणः (6.1.87)]]
दर्पस् अभिमानस्,-
दर्परुँ अभिमानस्,[[ससजुषो रुः (8.2.66)]]
दर्पर् अभिमानस्,[[तस्य लोपः (1.3.9)]]
दर्प उ अभिमानस्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
दर्पो अभिमानस्,[[आद्गुणः (6.1.87)]]
दर्पोऽभिमानस्,[[एङः पदान्तादति (6.1.109)]]
दर्पोऽभिमानस् च,-
दर्पोऽभिमानरुँ च,[[ससजुषो रुः (8.2.66)]]
दर्पोऽभिमानर् च,[[तस्य लोपः (1.3.9)]]
दर्पोऽभिमानः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
दर्पोऽभिमानस् च,[[विसर्जनीयस्य सः (8.3.34)]]
दर्पोऽभिमानश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च क्रोधस्,-
क्रोधस् पारुष्यम्,-
क्रोधरुँ पारुष्यम्,[[ससजुषो रुः (8.2.66)]]
क्रोधर् पारुष्यम्,[[तस्य लोपः (1.3.9)]]
क्रोधः पारुष्यम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
क्रोधः पारुष्यम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पारुष्यम् एव,-
एव च,-
च,-
अज्ञानम् च,-
अज्ञानं च,[[मोऽनुस्वारः (8.3.23)]]
च अभिजातस्य,-
चाभिजातस्य,[[अकः सवर्णे दीर्घः (6.1.101)]]
चाभिजातस्य पार्थ,-
पार्थ सम्पदम्,-
सम्पदम् आसुरीम्,-
आसुरीम्,-
