स्थिति,सूत्र
तम् उवाच,-
उवाच हृषीकेशस्,-
हृषीकेशस् प्रहसन्,-
हृषीकेशरुँ प्रहसन्,[[ससजुषो रुः (8.2.66)]]
हृषीकेशर् प्रहसन्,[[तस्य लोपः (1.3.9)]]
हृषीकेशः प्रहसन्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
हृषीकेशः प्रहसन्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रहसन् इव,-
प्रहसन्न् इव,[[ङमो ह्रस्वादचि ङमुण्नित्यम् (8.3.32)]]
इव भारत,-
भारत,-
सेनयोस् उभयोस्,-
सेनयोरुँ उभयोस्,[[ससजुषो रुः (8.2.66)]]
सेनयोर् उभयोस्,[[तस्य लोपः (1.3.9)]]
उभयोस् मध्ये,-
उभयोरुँ मध्ये,[[ससजुषो रुः (8.2.66)]]
उभयोर् मध्ये,[[तस्य लोपः (1.3.9)]]
मध्ये विषीदन्तम्,-
विषीदन्तम् इदम्,-
इदम् वचस्,-
इदं वचस्,[[मोऽनुस्वारः (8.3.23)]]
वचस्,-
वचरुँ,[[ससजुषो रुः (8.2.66)]]
वचर्,[[तस्य लोपः (1.3.9)]]
वचः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
