स्थिति,सूत्र
तत्र एकाग्रम्,-
तत्रैकाग्रम्,[[वृद्धिरेचि (6.1.88)]]
तत्रैकाग्रम् मनस्,-
तत्रैकाग्रं मनस्,[[मोऽनुस्वारः (8.3.23)]]
मनस् कृत्वा,-
मनरुँ कृत्वा,[[ससजुषो रुः (8.2.66)]]
मनर् कृत्वा,[[तस्य लोपः (1.3.9)]]
मनः कृत्वा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मनः कृत्वा,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कृत्वा यतचित्तेन्द्रियक्रियस्,-
यतचित्तेन्द्रियक्रियस्,-
यतचित्तेन्द्रियक्रियरुँ,[[ससजुषो रुः (8.2.66)]]
यतचित्तेन्द्रियक्रियर्,[[तस्य लोपः (1.3.9)]]
यतचित्तेन्द्रियक्रियः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
उपविश्य आसने,-
उपविश्यासने,[[अकः सवर्णे दीर्घः (6.1.101)]]
उपविश्यासने युञ्ज्यात्,-
युञ्ज्यात् योगम्,-
युञ्ज्याद् योगम्,[[झलां जशोऽन्ते (8.2.39)]]
योगम् आत्मविशुद्धये,-
आत्मविशुद्धये,-
