स्थिति,सूत्र
शनैस् शनैस्,-
शनैरुँ शनैस्,[[ससजुषो रुः (8.2.66)]]
शनैर् शनैस्,[[तस्य लोपः (1.3.9)]]
शनैः शनैस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
शनैः शनैस्,[[वा शरि (8.3.36)]]
शनैस् उपरमेत्,-
शनैरुँ उपरमेत्,[[ससजुषो रुः (8.2.66)]]
शनैर् उपरमेत्,[[तस्य लोपः (1.3.9)]]
उपरमेत् बुद्ध्या,-
उपरमेद् बुद्ध्या,[[झलां जशोऽन्ते (8.2.39)]]
बुद्ध्या धृतिगृहीतया,-
धृतिगृहीतया,-
आत्मसंस्थम् मनस्,-
आत्मसंस्थं मनस्,[[मोऽनुस्वारः (8.3.23)]]
मनस् कृत्वा,-
मनरुँ कृत्वा,[[ससजुषो रुः (8.2.66)]]
मनर् कृत्वा,[[तस्य लोपः (1.3.9)]]
मनः कृत्वा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
मनः कृत्वा,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कृत्वा न,-
न किञ्चित्,-
किञ्चित् अपि,-
किञ्चिद् अपि,[[झलां जशोऽन्ते (8.2.39)]]
अपि चिन्तयेत्,-
चिन्तयेत्,-
चिन्तयेद्,[[झलां जशोऽन्ते (8.2.39)]]
चिन्तयेत्,[[वाऽवसाने (8.4.56)]]
