स्थिति,सूत्र
काश्यस् च,-
काश्यरुँ च,[[ससजुषो रुः (8.2.66)]]
काश्यर् च,[[तस्य लोपः (1.3.9)]]
काश्यः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
काश्यस् च,[[विसर्जनीयस्य सः (8.3.34)]]
काश्यश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च परमेष्वासस्,-
परमेष्वासस् शिखण्डी,-
परमेष्वासरुँ शिखण्डी,[[ससजुषो रुः (8.2.66)]]
परमेष्वासर् शिखण्डी,[[तस्य लोपः (1.3.9)]]
परमेष्वासः शिखण्डी,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
परमेष्वासः शिखण्डी,[[वा शरि (8.3.36)]]
शिखण्डी च,-
च महारथस्,-
महारथस्,-
महारथरुँ,[[ससजुषो रुः (8.2.66)]]
महारथर्,[[तस्य लोपः (1.3.9)]]
महारथः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
धृष्टद्युम्नस् विराटस्,-
धृष्टद्युम्नरुँ विराटस्,[[ससजुषो रुः (8.2.66)]]
धृष्टद्युम्नर् विराटस्,[[तस्य लोपः (1.3.9)]]
धृष्टद्युम्न उ विराटस्,[[हशि च (6.1.114)]]
धृष्टद्युम्नो विराटस्,[[आद्गुणः (6.1.87)]]
विराटस् च,-
विराटरुँ च,[[ससजुषो रुः (8.2.66)]]
विराटर् च,[[तस्य लोपः (1.3.9)]]
विराटः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
विराटस् च,[[विसर्जनीयस्य सः (8.3.34)]]
विराटश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च सात्यकिस्,-
सात्यकिस् च,-
सात्यकिरुँ च,[[ससजुषो रुः (8.2.66)]]
सात्यकिर् च,[[तस्य लोपः (1.3.9)]]
सात्यकिः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सात्यकिस् च,[[विसर्जनीयस्य सः (8.3.34)]]
सात्यकिश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च अपराजितस्,-
चापराजितस्,[[अकः सवर्णे दीर्घः (6.1.101)]]
चापराजितस्,-
चापराजितरुँ,[[ससजुषो रुः (8.2.66)]]
चापराजितर्,[[तस्य लोपः (1.3.9)]]
चापराजितः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
