स्थिति,सूत्र
तेजस् क्षमा,-
तेजरुँ क्षमा,[[ससजुषो रुः (8.2.66)]]
तेजर् क्षमा,[[तस्य लोपः (1.3.9)]]
तेजः क्षमा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तेजः क्षमा,[[शर्परे विसर्जनीयः (8.3.35)]]
क्षमा धृतिस्,-
धृतिस् शौचम्,-
धृतिरुँ शौचम्,[[ससजुषो रुः (8.2.66)]]
धृतिर् शौचम्,[[तस्य लोपः (1.3.9)]]
धृतिः शौचम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
धृतिः शौचम्,[[वा शरि (8.3.36)]]
शौचम् अद्रोहस्,-
अद्रोहस् न,-
अद्रोहरुँ न,[[ससजुषो रुः (8.2.66)]]
अद्रोहर् न,[[तस्य लोपः (1.3.9)]]
अद्रोह उ न,[[हशि च (6.1.114)]]
अद्रोहो न,[[आद्गुणः (6.1.87)]]
न अतिमानिता,-
नातिमानिता,[[अकः सवर्णे दीर्घः (6.1.101)]]
नातिमानिता,-
भवन्ति सम्पदम्,-
सम्पदम् दैवीम्,-
सम्पदं दैवीम्,[[मोऽनुस्वारः (8.3.23)]]
दैवीम् अभिजातस्य,-
अभिजातस्य भारत,-
भारत,-
