स्थिति,सूत्र
ये अपि,-
येऽपि,[[एङः पदान्तादति (6.1.109)]]
येऽपि अन्यदेवताभक्तास्,-
येऽप्यन्यदेवताभक्तास्,[[इको यणचि (6.1.77)]]
येऽप्यन्यदेवताभक्तास् यजन्ते,-
येऽप्यन्यदेवताभक्तारुँ यजन्ते,[[ससजुषो रुः (8.2.66)]]
येऽप्यन्यदेवताभक्तार् यजन्ते,[[तस्य लोपः (1.3.9)]]
येऽप्यन्यदेवताभक्ताय् यजन्ते,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
येऽप्यन्यदेवताभक्ता यजन्ते,[[हलि सर्वेषाम् (8.3.22)]]
यजन्ते श्रद्धया,-
श्रद्धया अन्वितास्,-
श्रद्धयान्वितास्,[[अकः सवर्णे दीर्घः (6.1.101)]]
श्रद्धयान्वितास्,-
श्रद्धयान्वितारुँ,[[ससजुषो रुः (8.2.66)]]
श्रद्धयान्वितार्,[[तस्य लोपः (1.3.9)]]
श्रद्धयान्विताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
ते अपि,-
तेऽपि,[[एङः पदान्तादति (6.1.109)]]
तेऽपि माम्,-
माम् एव,-
एव कौन्तेय,-
कौन्तेय यजन्ति,-
यजन्ति अविधिपूर्वकम्,-
यजन्त्यविधिपूर्वकम्,[[इको यणचि (6.1.77)]]
यजन्त्यविधिपूर्वकम्,-
