स्थिति,सूत्र
प्रकृतेस् गुणसम्मूढास्,-
प्रकृतेरुँ गुणसम्मूढास्,[[ससजुषो रुः (8.2.66)]]
प्रकृतेर् गुणसम्मूढास्,[[तस्य लोपः (1.3.9)]]
गुणसम्मूढास् सज्जन्ते,-
गुणसम्मूढारुँ सज्जन्ते,[[ससजुषो रुः (8.2.66)]]
गुणसम्मूढार् सज्जन्ते,[[तस्य लोपः (1.3.9)]]
गुणसम्मूढाः सज्जन्ते,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
गुणसम्मूढाः सज्जन्ते,[[वा शरि (8.3.36)]]
सज्जन्ते गुणकर्मसु,-
गुणकर्मसु,-
तान् अकृत्स्नविदस्,-
अकृत्स्नविदस् मन्दान्,-
अकृत्स्नविदरुँ मन्दान्,[[ससजुषो रुः (8.2.66)]]
अकृत्स्नविदर् मन्दान्,[[तस्य लोपः (1.3.9)]]
अकृत्स्नविद उ मन्दान्,[[हशि च (6.1.114)]]
अकृत्स्नविदो मन्दान्,[[आद्गुणः (6.1.87)]]
मन्दान् कृत्स्नवित्,-
कृत्स्नवित् न,-
कृत्स्नविद् न,[[झलां जशोऽन्ते (8.2.39)]]
कृत्स्नविन् न,[[यरोऽनुनासिकेऽनुनासिको वा (8.4.45)]]
न विचालयेत्,-
विचालयेत्,-
विचालयेद्,[[झलां जशोऽन्ते (8.2.39)]]
विचालयेत्,[[वाऽवसाने (8.4.56)]]
