स्थिति,सूत्र
मन्मनास् भव,-
मन्मनारुँ भव,[[ससजुषो रुः (8.2.66)]]
मन्मनार् भव,[[तस्य लोपः (1.3.9)]]
मन्मनाय् भव,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
मन्मना भव,[[हलि सर्वेषाम् (8.3.22)]]
भव मद्भक्तस्,-
मद्भक्तस् मद्याजी,-
मद्भक्तरुँ मद्याजी,[[ससजुषो रुः (8.2.66)]]
मद्भक्तर् मद्याजी,[[तस्य लोपः (1.3.9)]]
मद्भक्त उ मद्याजी,[[हशि च (6.1.114)]]
मद्भक्तो मद्याजी,[[आद्गुणः (6.1.87)]]
मद्याजी माम्,-
माम् नमस्कुरु,-
मां नमस्कुरु,[[मोऽनुस्वारः (8.3.23)]]
नमस्कुरु,-
माम् एव,-
एव एष्यसि,-
एवैष्यसि,[[वृद्धिरेचि (6.1.88)]]
एवैष्यसि सत्यम्,-
सत्यम् ते,-
सत्यं ते,[[मोऽनुस्वारः (8.3.23)]]
ते प्रतिजाने,-
प्रतिजाने प्रियस्,-
प्रियस् असि,-
प्रियरुँ असि,[[ससजुषो रुः (8.2.66)]]
प्रियर् असि,[[तस्य लोपः (1.3.9)]]
प्रिय उ असि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
प्रियो असि,[[आद्गुणः (6.1.87)]]
प्रियोऽसि,[[एङः पदान्तादति (6.1.109)]]
प्रियोऽसि मे,-
मे,-
