स्थिति,सूत्र
वायुस् यमस्,-
वायुरुँ यमस्,[[ससजुषो रुः (8.2.66)]]
वायुर् यमस्,[[तस्य लोपः (1.3.9)]]
यमस् अग्निस्,-
यमरुँ अग्निस्,[[ससजुषो रुः (8.2.66)]]
यमर् अग्निस्,[[तस्य लोपः (1.3.9)]]
यम उ अग्निस्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
यमो अग्निस्,[[आद्गुणः (6.1.87)]]
यमोऽग्निस्,[[एङः पदान्तादति (6.1.109)]]
यमोऽग्निस् वरुणस्,-
यमोऽग्निरुँ वरुणस्,[[ससजुषो रुः (8.2.66)]]
यमोऽग्निर् वरुणस्,[[तस्य लोपः (1.3.9)]]
वरुणस् शशाङ्कस्,-
वरुणरुँ शशाङ्कस्,[[ससजुषो रुः (8.2.66)]]
वरुणर् शशाङ्कस्,[[तस्य लोपः (1.3.9)]]
वरुणः शशाङ्कस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
वरुणः शशाङ्कस्,[[वा शरि (8.3.36)]]
शशाङ्कस् प्रजापतिस्,-
शशाङ्करुँ प्रजापतिस्,[[ससजुषो रुः (8.2.66)]]
शशाङ्कर् प्रजापतिस्,[[तस्य लोपः (1.3.9)]]
शशाङ्कः प्रजापतिस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
शशाङ्कः प्रजापतिस्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्रजापतिस् त्वम्,-
प्रजापतिरुँ त्वम्,[[ससजुषो रुः (8.2.66)]]
प्रजापतिर् त्वम्,[[तस्य लोपः (1.3.9)]]
प्रजापतिः त्वम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रजापतिस् त्वम्,[[विसर्जनीयस्य सः (8.3.34)]]
त्वम् प्रपितामहस्,-
त्वं प्रपितामहस्,[[मोऽनुस्वारः (8.3.23)]]
प्रपितामहस् च,-
प्रपितामहरुँ च,[[ससजुषो रुः (8.2.66)]]
प्रपितामहर् च,[[तस्य लोपः (1.3.9)]]
प्रपितामहः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रपितामहस् च,[[विसर्जनीयस्य सः (8.3.34)]]
प्रपितामहश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च,-
नमस् नमस्,-
नमरुँ नमस्,[[ससजुषो रुः (8.2.66)]]
नमर् नमस्,[[तस्य लोपः (1.3.9)]]
नम उ नमस्,[[हशि च (6.1.114)]]
नमो नमस्,[[आद्गुणः (6.1.87)]]
नमस् ते,-
नमरुँ ते,[[ससजुषो रुः (8.2.66)]]
नमर् ते,[[तस्य लोपः (1.3.9)]]
नमः ते,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नमस् ते,[[विसर्जनीयस्य सः (8.3.34)]]
ते अस्तु,-
तेऽस्तु,[[एङः पदान्तादति (6.1.109)]]
तेऽस्तु सहस्रकृत्वस्,-
सहस्रकृत्वस् पुनर्,-
सहस्रकृत्वरुँ पुनर्,[[ससजुषो रुः (8.2.66)]]
सहस्रकृत्वर् पुनर्,[[तस्य लोपः (1.3.9)]]
सहस्रकृत्वः पुनर्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सहस्रकृत्वः पुनर्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पुनर् च,-
पुनः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
पुनस् च,[[विसर्जनीयस्य सः (8.3.34)]]
पुनश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च भूयस्,-
भूयस् अपि,-
भूयरुँ अपि,[[ससजुषो रुः (8.2.66)]]
भूयर् अपि,[[तस्य लोपः (1.3.9)]]
भूय उ अपि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
भूयो अपि,[[आद्गुणः (6.1.87)]]
भूयोऽपि,[[एङः पदान्तादति (6.1.109)]]
भूयोऽपि नमस्,-
नमस् नमस्,-
नमरुँ नमस्,[[ससजुषो रुः (8.2.66)]]
नमर् नमस्,[[तस्य लोपः (1.3.9)]]
नम उ नमस्,[[हशि च (6.1.114)]]
नमो नमस्,[[आद्गुणः (6.1.87)]]
नमस् ते,-
नमरुँ ते,[[ससजुषो रुः (8.2.66)]]
नमर् ते,[[तस्य लोपः (1.3.9)]]
नमः ते,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नमस् ते,[[विसर्जनीयस्य सः (8.3.34)]]
ते,-
