स्थिति,सूत्र
यथा नदीनाम्,-
नदीनाम् बहवस्,-
नदीनां बहवस्,[[मोऽनुस्वारः (8.3.23)]]
बहवस् अम्बुवेगास्,-
बहवरुँ अम्बुवेगास्,[[ससजुषो रुः (8.2.66)]]
बहवर् अम्बुवेगास्,[[तस्य लोपः (1.3.9)]]
बहव उ अम्बुवेगास्,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
बहवो अम्बुवेगास्,[[आद्गुणः (6.1.87)]]
बहवोऽम्बुवेगास्,[[एङः पदान्तादति (6.1.109)]]
बहवोऽम्बुवेगास् समुद्रम्,-
बहवोऽम्बुवेगारुँ समुद्रम्,[[ससजुषो रुः (8.2.66)]]
बहवोऽम्बुवेगार् समुद्रम्,[[तस्य लोपः (1.3.9)]]
बहवोऽम्बुवेगाः समुद्रम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
बहवोऽम्बुवेगाः समुद्रम्,[[वा शरि (8.3.36)]]
समुद्रम् एव,-
एव अभिमुखास्,-
एवाभिमुखास्,[[अकः सवर्णे दीर्घः (6.1.101)]]
एवाभिमुखास् द्रवन्ति,-
एवाभिमुखारुँ द्रवन्ति,[[ससजुषो रुः (8.2.66)]]
एवाभिमुखार् द्रवन्ति,[[तस्य लोपः (1.3.9)]]
एवाभिमुखाय् द्रवन्ति,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
एवाभिमुखा द्रवन्ति,[[हलि सर्वेषाम् (8.3.22)]]
द्रवन्ति,-
तथा तव,-
तव अमी,-
तवामी,[[अकः सवर्णे दीर्घः (6.1.101)]]
तवामी नरलोकवीरास्,-
नरलोकवीरास् विशन्ति,-
नरलोकवीरारुँ विशन्ति,[[ससजुषो रुः (8.2.66)]]
नरलोकवीरार् विशन्ति,[[तस्य लोपः (1.3.9)]]
नरलोकवीराय् विशन्ति,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
नरलोकवीरा विशन्ति,[[हलि सर्वेषाम् (8.3.22)]]
विशन्ति वक्त्राणि,-
वक्त्राणि अभिविज्वलन्ति,-
वक्त्राण्यभिविज्वलन्ति,[[इको यणचि (6.1.77)]]
वक्त्राण्यभिविज्वलन्ति,-
