स्थिति,सूत्र
यतन्तस् योगिनस्,-
यतन्तरुँ योगिनस्,[[ससजुषो रुः (8.2.66)]]
यतन्तर् योगिनस्,[[तस्य लोपः (1.3.9)]]
यतन्त उ योगिनस्,[[हशि च (6.1.114)]]
यतन्तो योगिनस्,[[आद्गुणः (6.1.87)]]
योगिनस् च,-
योगिनरुँ च,[[ससजुषो रुः (8.2.66)]]
योगिनर् च,[[तस्य लोपः (1.3.9)]]
योगिनः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
योगिनस् च,[[विसर्जनीयस्य सः (8.3.34)]]
योगिनश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च एनम्,-
चैनम्,[[वृद्धिरेचि (6.1.88)]]
चैनम् पश्यन्ति,-
चैनं पश्यन्ति,[[मोऽनुस्वारः (8.3.23)]]
पश्यन्ति आत्मनि,-
पश्यन्त्यात्मनि,[[इको यणचि (6.1.77)]]
पश्यन्त्यात्मनि अवस्थितम्,-
पश्यन्त्यात्मन्यवस्थितम्,[[इको यणचि (6.1.77)]]
पश्यन्त्यात्मन्यवस्थितम्,-
यतन्तस् अपि,-
यतन्तरुँ अपि,[[ससजुषो रुः (8.2.66)]]
यतन्तर् अपि,[[तस्य लोपः (1.3.9)]]
यतन्त उ अपि,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
यतन्तो अपि,[[आद्गुणः (6.1.87)]]
यतन्तोऽपि,[[एङः पदान्तादति (6.1.109)]]
यतन्तोऽपि अकृतात्मानस्,-
यतन्तोऽप्यकृतात्मानस्,[[इको यणचि (6.1.77)]]
यतन्तोऽप्यकृतात्मानस् न,-
यतन्तोऽप्यकृतात्मानरुँ न,[[ससजुषो रुः (8.2.66)]]
यतन्तोऽप्यकृतात्मानर् न,[[तस्य लोपः (1.3.9)]]
यतन्तोऽप्यकृतात्मान उ न,[[हशि च (6.1.114)]]
यतन्तोऽप्यकृतात्मानो न,[[आद्गुणः (6.1.87)]]
न एनम्,-
नैनम्,[[वृद्धिरेचि (6.1.88)]]
नैनम् पश्यन्ति,-
नैनं पश्यन्ति,[[मोऽनुस्वारः (8.3.23)]]
पश्यन्ति अचेतसस्,-
पश्यन्त्यचेतसस्,[[इको यणचि (6.1.77)]]
पश्यन्त्यचेतसस्,-
पश्यन्त्यचेतसरुँ,[[ससजुषो रुः (8.2.66)]]
पश्यन्त्यचेतसर्,[[तस्य लोपः (1.3.9)]]
पश्यन्त्यचेतसः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
