स्थिति,सूत्र
अनन्तस् च,-
अनन्तरुँ च,[[ससजुषो रुः (8.2.66)]]
अनन्तर् च,[[तस्य लोपः (1.3.9)]]
अनन्तः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अनन्तस् च,[[विसर्जनीयस्य सः (8.3.34)]]
अनन्तश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च अस्मि,-
चास्मि,[[अकः सवर्णे दीर्घः (6.1.101)]]
चास्मि नागानाम्,-
नागानाम् वरुणस्,-
नागानां वरुणस्,[[मोऽनुस्वारः (8.3.23)]]
वरुणस् यादसाम्,-
वरुणरुँ यादसाम्,[[ससजुषो रुः (8.2.66)]]
वरुणर् यादसाम्,[[तस्य लोपः (1.3.9)]]
वरुण उ यादसाम्,[[हशि च (6.1.114)]]
वरुणो यादसाम्,[[आद्गुणः (6.1.87)]]
यादसाम् अहम्,-
अहम्,-
पितॄणाम् अर्यमा,-
अर्यमा च,-
च अस्मि,-
चास्मि,[[अकः सवर्णे दीर्घः (6.1.101)]]
चास्मि यमस्,-
यमस् संयमताम्,-
यमरुँ संयमताम्,[[ससजुषो रुः (8.2.66)]]
यमर् संयमताम्,[[तस्य लोपः (1.3.9)]]
यमः संयमताम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यमः संयमताम्,[[वा शरि (8.3.36)]]
संयमताम् अहम्,-
अहम्,-
