स्थिति,सूत्र
दृष्ट्वा तु,-
तु पाण्डवानीकम्,-
पाण्डवानीकम् व्यूढम्,-
पाण्डवानीकं व्यूढम्,[[मोऽनुस्वारः (8.3.23)]]
व्यूढम् दुर्योधनस्,-
व्यूढं दुर्योधनस्,[[मोऽनुस्वारः (8.3.23)]]
दुर्योधनस् तदा,-
दुर्योधनरुँ तदा,[[ससजुषो रुः (8.2.66)]]
दुर्योधनर् तदा,[[तस्य लोपः (1.3.9)]]
दुर्योधनः तदा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
दुर्योधनस् तदा,[[विसर्जनीयस्य सः (8.3.34)]]
तदा,-
आचार्यम् उपसङ्गम्य,-
उपसङ्गम्य राजा,-
राजा वचनम्,-
वचनम् अब्रवीत्,-
अब्रवीत्,-
अब्रवीद्,[[झलां_जशोऽन्ते (8.2.39)]]
अब्रवीत्,[[वाऽवसाने (8.4.56)]]
