स्थिति,सूत्र
यम् यम्,-
यं यम्,[[मोऽनुस्वारः (8.3.23)]]
यम् वा,-
यं वा,[[मोऽनुस्वारः (8.3.23)]]
वा अपि,-
वापि,[[अकः सवर्णे दीर्घः (6.1.101)]]
वापि स्मरन्,-
स्मरन् भावम्,-
भावम् त्यजति,-
भावं त्यजति,[[मोऽनुस्वारः (8.3.23)]]
त्यजति अन्ते,-
त्यजत्यन्ते,[[इको यणचि (6.1.77)]]
त्यजत्यन्ते कलेवरम्,-
कलेवरम्,-
तम् तम्,-
तं तम्,[[मोऽनुस्वारः (8.3.23)]]
तम् एव,-
एव एति,-
एवैति,[[वृद्धिरेचि (6.1.88)]]
एवैति कौन्तेय,-
कौन्तेय सदा,-
सदा तत्,-
तत् भावभावितस्,-
तद् भावभावितस्,[[झलां जशोऽन्ते (8.2.39)]]
भावभावितस्,-
भावभावितरुँ,[[ससजुषो रुः (8.2.66)]]
भावभावितर्,[[तस्य लोपः (1.3.9)]]
भावभावितः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
