स्थिति,सूत्र
यत् अक्षरम्,-
यद् अक्षरम्,[[झलां जशोऽन्ते (8.2.39)]]
अक्षरम् वेदविदस्,-
अक्षरं वेदविदस्,[[मोऽनुस्वारः (8.3.23)]]
वेदविदस् वदन्ति,-
वेदविदरुँ वदन्ति,[[ससजुषो रुः (8.2.66)]]
वेदविदर् वदन्ति,[[तस्य लोपः (1.3.9)]]
वेदविद उ वदन्ति,[[हशि च (6.1.114)]]
वेदविदो वदन्ति,[[आद्गुणः (6.1.87)]]
वदन्ति विशन्ति,-
विशन्ति यत्,-
यत् यतयस्,-
यद् यतयस्,[[झलां जशोऽन्ते (8.2.39)]]
यतयस् वीतरागास्,-
यतयरुँ वीतरागास्,[[ससजुषो रुः (8.2.66)]]
यतयर् वीतरागास्,[[तस्य लोपः (1.3.9)]]
यतय उ वीतरागास्,[[हशि च (6.1.114)]]
यतयो वीतरागास्,[[आद्गुणः (6.1.87)]]
वीतरागास्,-
वीतरागारुँ,[[ससजुषो रुः (8.2.66)]]
वीतरागार्,[[तस्य लोपः (1.3.9)]]
वीतरागाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
यत् इच्छन्तस्,-
यद् इच्छन्तस्,[[झलां जशोऽन्ते (8.2.39)]]
इच्छन्तस् ब्रह्मचर्यम्,-
इच्छन्तरुँ ब्रह्मचर्यम्,[[ससजुषो रुः (8.2.66)]]
इच्छन्तर् ब्रह्मचर्यम्,[[तस्य लोपः (1.3.9)]]
इच्छन्त उ ब्रह्मचर्यम्,[[हशि च (6.1.114)]]
इच्छन्तो ब्रह्मचर्यम्,[[आद्गुणः (6.1.87)]]
ब्रह्मचर्यम् चरन्ति,-
ब्रह्मचर्यं चरन्ति,[[मोऽनुस्वारः (8.3.23)]]
चरन्ति तत्,-
तत् ते,-
तद् ते,[[झलां जशोऽन्ते (8.2.39)]]
तत् ते,[[खरि च (8.4.55)]]
ते पदम्,-
पदम् संग्रहेण,-
पदं संग्रहेण,[[मोऽनुस्वारः (8.3.23)]]
संग्रहेण प्रवक्ष्ये,-
प्रवक्ष्ये,-
