स्थिति,सूत्र
निर्मानमोहास् जितसङ्गदोषास्,-
निर्मानमोहारुँ जितसङ्गदोषास्,[[ससजुषो रुः (8.2.66)]]
निर्मानमोहार् जितसङ्गदोषास्,[[तस्य लोपः (1.3.9)]]
निर्मानमोहाय् जितसङ्गदोषास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
निर्मानमोहा जितसङ्गदोषास्,[[हलि सर्वेषाम् (8.3.22)]]
जितसङ्गदोषास् अध्यात्मनित्यास्,-
जितसङ्गदोषारुँ अध्यात्मनित्यास्,[[ससजुषो रुः (8.2.66)]]
जितसङ्गदोषार् अध्यात्मनित्यास्,[[तस्य लोपः (1.3.9)]]
जितसङ्गदोषाय् अध्यात्मनित्यास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
जितसङ्गदोषा अध्यात्मनित्यास्,[[लोपः शाकल्यस्य (8.3.19)]]
अध्यात्मनित्यास् विनिवृत्तकामास्,-
अध्यात्मनित्यारुँ विनिवृत्तकामास्,[[ससजुषो रुः (8.2.66)]]
अध्यात्मनित्यार् विनिवृत्तकामास्,[[तस्य लोपः (1.3.9)]]
अध्यात्मनित्याय् विनिवृत्तकामास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
अध्यात्मनित्या विनिवृत्तकामास्,[[हलि सर्वेषाम् (8.3.22)]]
विनिवृत्तकामास्,-
विनिवृत्तकामारुँ,[[ससजुषो रुः (8.2.66)]]
विनिवृत्तकामार्,[[तस्य लोपः (1.3.9)]]
विनिवृत्तकामाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
द्वन्द्वैस् विमुक्तास्,-
द्वन्द्वैरुँ विमुक्तास्,[[ससजुषो रुः (8.2.66)]]
द्वन्द्वैर् विमुक्तास्,[[तस्य लोपः (1.3.9)]]
विमुक्तास् सुखदुःखसंज्ञैस्,-
विमुक्तारुँ सुखदुःखसंज्ञैस्,[[ससजुषो रुः (8.2.66)]]
विमुक्तार् सुखदुःखसंज्ञैस्,[[तस्य लोपः (1.3.9)]]
विमुक्ताः सुखदुःखसंज्ञैस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
विमुक्ताः सुखदुःखसंज्ञैस्,[[वा शरि (8.3.36)]]
सुखदुःखसंज्ञैस् गच्छन्ति,-
सुखदुःखसंज्ञैरुँ गच्छन्ति,[[ससजुषो रुः (8.2.66)]]
सुखदुःखसंज्ञैर् गच्छन्ति,[[तस्य लोपः (1.3.9)]]
गच्छन्ति अमूढास्,-
गच्छन्त्यमूढास्,[[इको यणचि (6.1.77)]]
गच्छन्त्यमूढास् पदम्,-
गच्छन्त्यमूढारुँ पदम्,[[ससजुषो रुः (8.2.66)]]
गच्छन्त्यमूढार् पदम्,[[तस्य लोपः (1.3.9)]]
गच्छन्त्यमूढाः पदम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
गच्छन्त्यमूढाः पदम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पदम् अव्ययम्,-
अव्ययम् तत्,-
अव्ययं तत्,[[मोऽनुस्वारः (8.3.23)]]
तत्,-
तद्,[[झलां जशोऽन्ते (8.2.39)]]
तत्,[[वाऽवसाने (8.4.56)]]
