स्थिति,सूत्र
तस्मात् सर्वेषु,-
तस्माद् सर्वेषु,[[झलां जशोऽन्ते (8.2.39)]]
तस्मात् सर्वेषु,[[खरि च (8.4.55)]]
सर्वेषु कालेषु,-
कालेषु माम्,-
माम् अनुस्मर,-
अनुस्मर युध्य,-
युध्य च,-
च,-
मयि अर्पितमनोबुद्धिस्,-
मय्यर्पितमनोबुद्धिस्,[[इको यणचि (6.1.77)]]
मय्यर्पितमनोबुद्धिस् माम्,-
मय्यर्पितमनोबुद्धिरुँ माम्,[[ससजुषो रुः (8.2.66)]]
मय्यर्पितमनोबुद्धिर् माम्,[[तस्य लोपः (1.3.9)]]
माम् एव,-
एव एष्यसि,-
एवैष्यसि,[[वृद्धिरेचि (6.1.88)]]
एवैष्यसि असंशयस्,-
एवैष्यस्यसंशयस्,[[इको यणचि (6.1.77)]]
एवैष्यस्यसंशयस्,-
एवैष्यस्यसंशयरुँ,[[ससजुषो रुः (8.2.66)]]
एवैष्यस्यसंशयर्,[[तस्य लोपः (1.3.9)]]
एवैष्यस्यसंशयः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
