स्थिति,सूत्र
अधस् च,-
अधरुँ च,[[ससजुषो रुः (8.2.66)]]
अधर् च,[[तस्य लोपः (1.3.9)]]
अधः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अधस् च,[[विसर्जनीयस्य सः (8.3.34)]]
अधश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च ऊर्ध्वम्,-
चोर्ध्वम्,[[आद्गुणः (6.1.87)]]
चोर्ध्वम् प्रसृतास्,-
चोर्ध्वं प्रसृतास्,[[मोऽनुस्वारः (8.3.23)]]
प्रसृतास् तस्य,-
प्रसृतारुँ तस्य,[[ससजुषो रुः (8.2.66)]]
प्रसृतार् तस्य,[[तस्य लोपः (1.3.9)]]
प्रसृताः तस्य,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
प्रसृतास् तस्य,[[विसर्जनीयस्य सः (8.3.34)]]
तस्य शाखास्,-
शाखास् गुणप्रवृद्धास्,-
शाखारुँ गुणप्रवृद्धास्,[[ससजुषो रुः (8.2.66)]]
शाखार् गुणप्रवृद्धास्,[[तस्य लोपः (1.3.9)]]
शाखाय् गुणप्रवृद्धास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
शाखा गुणप्रवृद्धास्,[[हलि सर्वेषाम् (8.3.22)]]
गुणप्रवृद्धास् विषयप्रवालास्,-
गुणप्रवृद्धारुँ विषयप्रवालास्,[[ससजुषो रुः (8.2.66)]]
गुणप्रवृद्धार् विषयप्रवालास्,[[तस्य लोपः (1.3.9)]]
गुणप्रवृद्धाय् विषयप्रवालास्,[[भोभगोअघोअपूर्वस्य योऽशि (8.3.17)]]
गुणप्रवृद्धा विषयप्रवालास्,[[हलि सर्वेषाम् (8.3.22)]]
विषयप्रवालास्,-
विषयप्रवालारुँ,[[ससजुषो रुः (8.2.66)]]
विषयप्रवालार्,[[तस्य लोपः (1.3.9)]]
विषयप्रवालाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अधस् च,-
अधरुँ च,[[ससजुषो रुः (8.2.66)]]
अधर् च,[[तस्य लोपः (1.3.9)]]
अधः च,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
अधस् च,[[विसर्जनीयस्य सः (8.3.34)]]
अधश् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
च मूलानि,-
मूलानि अनुसन्ततानि,-
मूलान्यनुसन्ततानि,[[इको यणचि (6.1.77)]]
मूलान्यनुसन्ततानि कर्मानुबन्धीनि,-
कर्मानुबन्धीनि मनुष्यलोके,-
मनुष्यलोके,-
