स्थिति,सूत्र
माम् उपेत्य,-
उपेत्य पुनर्जन्म,-
पुनर्जन्म दुःखालयम्,-
दुःखालयम् अशाश्वतम्,-
अशाश्वतम्,-
न आप्नुवन्ति,-
नाप्नुवन्ति,[[अकः सवर्णे दीर्घः (6.1.101)]]
नाप्नुवन्ति महात्मानस्,-
महात्मानस् संसिद्धिम्,-
महात्मानरुँ संसिद्धिम्,[[ससजुषो रुः (8.2.66)]]
महात्मानर् संसिद्धिम्,[[तस्य लोपः (1.3.9)]]
महात्मानः संसिद्धिम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
महात्मानः संसिद्धिम्,[[वा शरि (8.3.36)]]
संसिद्धिम् परमाम्,-
संसिद्धिं परमाम्,[[मोऽनुस्वारः (8.3.23)]]
परमाम् गतास्,-
परमां गतास्,[[मोऽनुस्वारः (8.3.23)]]
गतास्,-
गतारुँ,[[ससजुषो रुः (8.2.66)]]
गतार्,[[तस्य लोपः (1.3.9)]]
गताः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
