स्थिति,सूत्र
आरुरुक्षोस् मुनेस्,-
आरुरुक्षोरुँ मुनेस्,[[ससजुषो रुः (8.2.66)]]
आरुरुक्षोर् मुनेस्,[[तस्य लोपः (1.3.9)]]
मुनेस् योगम्,-
मुनेरुँ योगम्,[[ससजुषो रुः (8.2.66)]]
मुनेर् योगम्,[[तस्य लोपः (1.3.9)]]
योगम् कर्म,-
योगं कर्म,[[मोऽनुस्वारः (8.3.23)]]
कर्म कारणम्,-
कारणम् उच्यते,-
उच्यते,-
योगारूढस्य तस्य,-
तस्य एव,-
तस्यैव,[[वृद्धिरेचि (6.1.88)]]
तस्यैव शमस्,-
शमस् कारणम्,-
शमरुँ कारणम्,[[ससजुषो रुः (8.2.66)]]
शमर् कारणम्,[[तस्य लोपः (1.3.9)]]
शमः कारणम्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
शमः कारणम्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कारणम् उच्यते,-
उच्यते,-
