स्थिति,सूत्र
तत्र तम्,-
तम् बुद्धिसंयोगम्,-
तं बुद्धिसंयोगम्,[[मोऽनुस्वारः (8.3.23)]]
बुद्धिसंयोगम् लभते,-
बुद्धिसंयोगं लभते,[[मोऽनुस्वारः (8.3.23)]]
लभते पौर्वदेहिकम्,-
पौर्वदेहिकम्,-
यतते च,-
च ततस्,-
ततस् भूयस्,-
ततरुँ भूयस्,[[ससजुषो रुः (8.2.66)]]
ततर् भूयस्,[[तस्य लोपः (1.3.9)]]
तत उ भूयस्,[[हशि च (6.1.114)]]
ततो भूयस्,[[आद्गुणः (6.1.87)]]
भूयस् संसिद्धौ,-
भूयरुँ संसिद्धौ,[[ससजुषो रुः (8.2.66)]]
भूयर् संसिद्धौ,[[तस्य लोपः (1.3.9)]]
भूयः संसिद्धौ,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
भूयः संसिद्धौ,[[वा शरि (8.3.36)]]
संसिद्धौ कुरुनन्दन,-
कुरुनन्दन,-
