स्थिति,सूत्र
जन्म कर्म,-
कर्म च,-
च मे,-
मे दिव्यम्,-
दिव्यम् एवम्,-
एवम् यस्,-
एवं यस्,[[मोऽनुस्वारः (8.3.23)]]
यस् वेत्ति,-
यरुँ वेत्ति,[[ससजुषो रुः (8.2.66)]]
यर् वेत्ति,[[तस्य लोपः (1.3.9)]]
य उ वेत्ति,[[हशि च (6.1.114)]]
यो वेत्ति,[[आद्गुणः (6.1.87)]]
वेत्ति तत्त्वतस्,-
तत्त्वतस्,-
तत्त्वतरुँ,[[ससजुषो रुः (8.2.66)]]
तत्त्वतर्,[[तस्य लोपः (1.3.9)]]
तत्त्वतः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
त्यक्त्वा देहम्,-
देहम् पुनर्,-
देहं पुनर्,[[मोऽनुस्वारः (8.3.23)]]
पुनर् जन्म,-
जन्म न,-
न एति,-
नैति,[[वृद्धिरेचि (6.1.88)]]
नैति माम्,-
माम् एति,-
एति सस्,-
सस् अर्जुन,-
सरुँ अर्जुन,[[ससजुषो रुः (8.2.66)]]
सर् अर्जुन,[[तस्य लोपः (1.3.9)]]
स उ अर्जुन,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
सो अर्जुन,[[आद्गुणः (6.1.87)]]
सोऽर्जुन,[[एङः पदान्तादति (6.1.109)]]
सोऽर्जुन,-
