स्थिति,सूत्र
तत् च,-
तद् च,[[झलां जशोऽन्ते (8.2.39)]]
तज् च,[[स्तोः श्चुना श्चुः (8.4.40)]]
तच् च,[[खरि च (8.4.55)]]
च संस्मृत्य,-
संस्मृत्य संस्मृत्य,-
संस्मृत्य रूपम्,-
रूपम् अत्यद्भुतम्,-
अत्यद्भुतम् हरेस्,-
अत्यद्भुतं हरेस्,[[मोऽनुस्वारः (8.3.23)]]
हरेस्,-
हरेरुँ,[[ससजुषो रुः (8.2.66)]]
हरेर्,[[तस्य लोपः (1.3.9)]]
हरेः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
विस्मयस् मे,-
विस्मयरुँ मे,[[ससजुषो रुः (8.2.66)]]
विस्मयर् मे,[[तस्य लोपः (1.3.9)]]
विस्मय उ मे,[[हशि च (6.1.114)]]
विस्मयो मे,[[आद्गुणः (6.1.87)]]
मे महान्,-
महान् राजन्,-
राजन् हृष्यामि,-
हृष्यामि च,-
च पुनर्,-
पुनर् पुनर्,-
पुनः पुनर्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
पुनः पुनर्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
पुनर्,-
पुनः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
