स्थिति,सूत्र
अपरे नियताहारास्,-
नियताहारास् प्राणान्,-
नियताहारारुँ प्राणान्,[[ससजुषो रुः (8.2.66)]]
नियताहारार् प्राणान्,[[तस्य लोपः (1.3.9)]]
नियताहाराः प्राणान्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
नियताहाराः प्राणान्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
प्राणान् प्राणेषु,-
प्राणेषु जुह्वति,-
जुह्वति,-
सर्वे अपि,-
सर्वेऽपि,[[एङः पदान्तादति (6.1.109)]]
सर्वेऽपि एते,-
सर्वेऽप्येते,[[इको यणचि (6.1.77)]]
सर्वेऽप्येते यज्ञविदस्,-
यज्ञविदस् यज्ञक्षपितकल्मषास्,-
यज्ञविदरुँ यज्ञक्षपितकल्मषास्,[[ससजुषो रुः (8.2.66)]]
यज्ञविदर् यज्ञक्षपितकल्मषास्,[[तस्य लोपः (1.3.9)]]
यज्ञविद उ यज्ञक्षपितकल्मषास्,[[हशि च (6.1.114)]]
यज्ञविदो यज्ञक्षपितकल्मषास्,[[आद्गुणः (6.1.87)]]
यज्ञक्षपितकल्मषास्,-
यज्ञक्षपितकल्मषारुँ,[[ससजुषो रुः (8.2.66)]]
यज्ञक्षपितकल्मषार्,[[तस्य लोपः (1.3.9)]]
यज्ञक्षपितकल्मषाः,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
