स्थिति,सूत्र
ध्यायतस् विषयान्,-
ध्यायतरुँ विषयान्,[[ससजुषो रुः (8.2.66)]]
ध्यायतर् विषयान्,[[तस्य लोपः (1.3.9)]]
ध्यायत उ विषयान्,[[हशि च (6.1.114)]]
ध्यायतो विषयान्,[[आद्गुणः (6.1.87)]]
विषयान् पुंसस्,-
पुंसस् सङ्गस्,-
पुंसरुँ सङ्गस्,[[ससजुषो रुः (8.2.66)]]
पुंसर् सङ्गस्,[[तस्य लोपः (1.3.9)]]
पुंसः सङ्गस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
पुंसः सङ्गस्,[[वा शरि (8.3.36)]]
सङ्गस् तेषु,-
सङ्गरुँ तेषु,[[ससजुषो रुः (8.2.66)]]
सङ्गर् तेषु,[[तस्य लोपः (1.3.9)]]
सङ्गः तेषु,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
सङ्गस् तेषु,[[विसर्जनीयस्य सः (8.3.34)]]
तेषु उपजायते,-
तेषूपजायते,[[अकः सवर्णे दीर्घः (6.1.101)]]
तेषूपजायते,-
सङ्गात् सञ्जायते,-
सङ्गाद् सञ्जायते,[[झलां जशोऽन्ते (8.2.39)]]
सङ्गात् सञ्जायते,[[खरि च (8.4.55)]]
सञ्जायते कामस्,-
कामस् कामात्,-
कामरुँ कामात्,[[ससजुषो रुः (8.2.66)]]
कामर् कामात्,[[तस्य लोपः (1.3.9)]]
कामः कामात्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
कामः कामात्,[[कुप्वोः ≍क≍पौ च (8.3.37)]]
कामात् क्रोधस्,-
कामाद् क्रोधस्,[[झलां जशोऽन्ते (8.2.39)]]
कामात् क्रोधस्,[[खरि च (8.4.55)]]
क्रोधस् अभिजायते,-
क्रोधरुँ अभिजायते,[[ससजुषो रुः (8.2.66)]]
क्रोधर् अभिजायते,[[तस्य लोपः (1.3.9)]]
क्रोध उ अभिजायते,[[अतो रोरप्लुतादप्लुते (6.1.113)]]
क्रोधो अभिजायते,[[आद्गुणः (6.1.87)]]
क्रोधोऽभिजायते,[[एङः पदान्तादति (6.1.109)]]
क्रोधोऽभिजायते,-
