स्थिति,सूत्र
यस् माम्,-
यरुँ माम्,[[ससजुषो रुः (8.2.66)]]
यर् माम्,[[तस्य लोपः (1.3.9)]]
य उ माम्,[[हशि च (6.1.114)]]
यो माम्,[[आद्गुणः (6.1.87)]]
माम् पश्यति,-
मां पश्यति,[[मोऽनुस्वारः (8.3.23)]]
पश्यति सर्वत्र,-
सर्वत्र सर्वम्,-
सर्वम् च,-
सर्वं च,[[मोऽनुस्वारः (8.3.23)]]
च मयि,-
मयि पश्यति,-
पश्यति,-
तस्य अहम्,-
तस्याहम्,[[अकः सवर्णे दीर्घः (6.1.101)]]
तस्याहम् न,-
तस्याहं न,[[मोऽनुस्वारः (8.3.23)]]
न प्रणश्यामि,-
प्रणश्यामि सस्,-
सस् च,-
स च,[[एतत्तदोः सुलोपोऽकोरनञ्समासे हलि (6.1.132)]]
च मे,-
मे न,-
न प्रणश्यति,-
प्रणश्यति,-
