स्थिति,सूत्र
प्रजहाति यदा,-
यदा कामान्,-
कामान् सर्वान्,-
सर्वान् पार्थ,-
पार्थ मनोगतान्,-
मनोगतान्,-
आत्मनि एव,-
आत्मन्येव,[[इको यणचि (6.1.77)]]
आत्मन्येव आत्मना,-
आत्मन्येवात्मना,[[अकः सवर्णे दीर्घः (6.1.101)]]
आत्मन्येवात्मना तुष्टस्,-
तुष्टस् स्थितप्रज्ञस्,-
तुष्टरुँ स्थितप्रज्ञस्,[[ससजुषो रुः (8.2.66)]]
तुष्टर् स्थितप्रज्ञस्,[[तस्य लोपः (1.3.9)]]
तुष्टः स्थितप्रज्ञस्,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
तुष्टः स्थितप्रज्ञस्,[[वा शरि (8.3.36)]]
स्थितप्रज्ञस् तदा,-
स्थितप्रज्ञरुँ तदा,[[ससजुषो रुः (8.2.66)]]
स्थितप्रज्ञर् तदा,[[तस्य लोपः (1.3.9)]]
स्थितप्रज्ञः तदा,[[खरवसानयोर्विसर्जनीयः (8.3.15)]]
स्थितप्रज्ञस् तदा,[[विसर्जनीयस्य सः (8.3.34)]]
तदा उच्यते,-
तदोच्यते,[[आद्गुणः (6.1.87)]]
तदोच्यते,-
